S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
2382,AQM Budhanilkantha,60,43.24,2018-11-14 04:31:36 ( Asia/Katmandu)
2383,AQM Budhanilkantha,53,38.31,2018-11-14 04:21:36 ( Asia/Katmandu)
2384,AQM Budhanilkantha,59,42.53,2018-11-14 04:11:36 ( Asia/Katmandu)
2385,AQM Budhanilkantha,51,36.9,2018-11-14 04:01:36 ( Asia/Katmandu)
2386,AQM Budhanilkantha,60,43.24,2018-11-14 03:51:36 ( Asia/Katmandu)
2387,AQM Budhanilkantha,60,43.24,2018-11-14 03:41:36 ( Asia/Katmandu)
2388,AQM Budhanilkantha,52,37.6,2018-11-14 03:31:36 ( Asia/Katmandu)
2389,AQM Budhanilkantha,59,42.53,2018-11-14 03:21:36 ( Asia/Katmandu)
2390,AQM Budhanilkantha,47,34.08,2018-11-14 03:11:36 ( Asia/Katmandu)
2391,AQM Budhanilkantha,48,34.79,2018-11-14 03:01:36 ( Asia/Katmandu)
2392,AQM Budhanilkantha,50,36.2,2018-11-14 02:51:36 ( Asia/Katmandu)
2393,AQM Budhanilkantha,48,34.79,2018-11-14 02:41:36 ( Asia/Katmandu)
2394,AQM Budhanilkantha,52,37.6,2018-11-14 02:31:36 ( Asia/Katmandu)
2395,AQM Budhanilkantha,54,39.01,2018-11-14 02:21:36 ( Asia/Katmandu)
2396,AQM Budhanilkantha,48,34.79,2018-11-14 02:11:36 ( Asia/Katmandu)
2397,AQM Budhanilkantha,46,33.38,2018-11-14 02:01:36 ( Asia/Katmandu)
2398,AQM Budhanilkantha,45,32.68,2018-11-14 01:51:36 ( Asia/Katmandu)
2399,AQM Budhanilkantha,50,36.2,2018-11-14 01:41:36 ( Asia/Katmandu)
2400,AQM Budhanilkantha,45,32.68,2018-11-14 01:31:36 ( Asia/Katmandu)
2401,AQM Budhanilkantha,47,34.08,2018-11-14 01:21:36 ( Asia/Katmandu)
2402,AQM Budhanilkantha,50,36.2,2018-11-14 01:11:36 ( Asia/Katmandu)
2403,AQM Budhanilkantha,53,38.31,2018-11-14 01:01:36 ( Asia/Katmandu)
2404,AQM Budhanilkantha,46,33.38,2018-11-14 00:51:36 ( Asia/Katmandu)
2405,AQM Budhanilkantha,42,30.56,2018-11-14 00:41:36 ( Asia/Katmandu)
2406,AQM Budhanilkantha,49,35.49,2018-11-14 00:31:36 ( Asia/Katmandu)
2407,AQM Budhanilkantha,49,35.49,2018-11-14 00:21:36 ( Asia/Katmandu)
2408,AQM Budhanilkantha,49,35.49,2018-11-14 00:11:36 ( Asia/Katmandu)
2409,AQM Budhanilkantha,52,37.6,2018-11-14 00:01:36 ( Asia/Katmandu)
2410,AQM Budhanilkantha,43,31.27,2018-11-13 23:51:36 ( Asia/Katmandu)
2411,AQM Budhanilkantha,38,27.75,2018-11-13 23:41:36 ( Asia/Katmandu)
2412,AQM Budhanilkantha,44,31.97,2018-11-13 23:31:36 ( Asia/Katmandu)
2413,AQM Budhanilkantha,45,32.68,2018-11-13 23:21:36 ( Asia/Katmandu)
2414,AQM Budhanilkantha,43,31.27,2018-11-13 23:11:36 ( Asia/Katmandu)
2415,AQM Budhanilkantha,43,31.27,2018-11-13 23:01:36 ( Asia/Katmandu)
2416,AQM Budhanilkantha,45,32.68,2018-11-13 22:51:36 ( Asia/Katmandu)
2417,AQM Budhanilkantha,38,27.75,2018-11-13 22:41:36 ( Asia/Katmandu)
2418,AQM Budhanilkantha,46,33.38,2018-11-13 22:31:36 ( Asia/Katmandu)
2419,AQM Budhanilkantha,42,30.56,2018-11-13 22:21:36 ( Asia/Katmandu)
2420,AQM Budhanilkantha,45,32.68,2018-11-13 22:11:37 ( Asia/Katmandu)
2421,AQM Budhanilkantha,44,31.97,2018-11-13 22:01:37 ( Asia/Katmandu)
2422,AQM Budhanilkantha,50,36.2,2018-11-13 21:51:37 ( Asia/Katmandu)
2423,AQM Budhanilkantha,45,32.68,2018-11-13 21:41:37 ( Asia/Katmandu)
2424,AQM Budhanilkantha,44,31.97,2018-11-13 21:31:37 ( Asia/Katmandu)
2425,AQM Budhanilkantha,46,33.38,2018-11-13 21:21:37 ( Asia/Katmandu)
2426,AQM Budhanilkantha,51,36.9,2018-11-13 21:11:37 ( Asia/Katmandu)
2427,AQM Budhanilkantha,53,38.31,2018-11-13 21:01:37 ( Asia/Katmandu)
2428,AQM Budhanilkantha,56,40.42,2018-11-13 20:51:37 ( Asia/Katmandu)
2429,AQM Budhanilkantha,57,41.13,2018-11-13 20:41:37 ( Asia/Katmandu)
2430,AQM Budhanilkantha,61,43.94,2018-11-13 20:31:37 ( Asia/Katmandu)
2431,AQM Budhanilkantha,59,42.53,2018-11-13 20:21:37 ( Asia/Katmandu)
2432,AQM Budhanilkantha,65,46.76,2018-11-13 20:11:37 ( Asia/Katmandu)
2433,AQM Budhanilkantha,63,45.35,2018-11-13 20:01:37 ( Asia/Katmandu)
2434,AQM Budhanilkantha,66,47.46,2018-11-13 19:51:37 ( Asia/Katmandu)
2435,AQM Budhanilkantha,70,50.28,2018-11-13 19:41:37 ( Asia/Katmandu)
2436,AQM Budhanilkantha,69,49.58,2018-11-13 19:32:57 ( Asia/Katmandu)
2437,AQM Budhanilkantha,73,52.39,2018-11-13 19:21:37 ( Asia/Katmandu)
2438,AQM Budhanilkantha,80,57.32,2018-11-13 19:11:37 ( Asia/Katmandu)
2439,AQM Budhanilkantha,91,65.07,2018-11-13 19:01:37 ( Asia/Katmandu)
2440,AQM Budhanilkantha,97,69.29,2018-11-13 18:51:37 ( Asia/Katmandu)
2441,AQM Budhanilkantha,103,73.52,2018-11-13 18:41:37 ( Asia/Katmandu)
2442,AQM Budhanilkantha,118,84.08,2018-11-13 18:31:37 ( Asia/Katmandu)
2443,AQM Budhanilkantha,132,93.94,2018-11-13 18:21:38 ( Asia/Katmandu)
2444,AQM Budhanilkantha,67,48.17,2018-11-13 18:11:37 ( Asia/Katmandu)
2445,AQM Budhanilkantha,64,46.05,2018-11-13 18:01:37 ( Asia/Katmandu)
2446,AQM Budhanilkantha,36,26.34,2018-11-06 15:46:16 ( Asia/Katmandu)
2447,AQM Budhanilkantha,36,26.34,2018-11-06 15:44:48 ( Asia/Katmandu)
2448,AQM Budhanilkantha,34,24.93,2018-11-06 15:34:48 ( Asia/Katmandu)
2449,AQM Budhanilkantha,33,24.23,2018-11-06 15:19:50 ( Asia/Katmandu)
2450,AQM Budhanilkantha,36,26.34,2018-11-06 15:14:48 ( Asia/Katmandu)
2451,AQM Budhanilkantha,32,23.52,2018-11-06 15:04:48 ( Asia/Katmandu)
2452,AQM Budhanilkantha,30,22.11,2018-11-06 14:54:48 ( Asia/Katmandu)
2453,AQM Budhanilkantha,36,26.34,2018-11-06 14:44:50 ( Asia/Katmandu)
2454,AQM Budhanilkantha,35,25.63,2018-11-06 14:34:48 ( Asia/Katmandu)
2455,AQM Budhanilkantha,36,26.34,2018-11-06 14:24:48 ( Asia/Katmandu)
2456,AQM Budhanilkantha,41,29.86,2018-11-06 14:09:48 ( Asia/Katmandu)
2457,AQM Budhanilkantha,37,27.04,2018-11-06 14:04:48 ( Asia/Katmandu)
2458,AQM Budhanilkantha,43,31.27,2018-11-06 13:54:48 ( Asia/Katmandu)
2459,AQM Budhanilkantha,43,31.27,2018-11-06 13:44:48 ( Asia/Katmandu)
2460,AQM Budhanilkantha,41,29.86,2018-11-06 13:29:48 ( Asia/Katmandu)
2461,AQM Budhanilkantha,30,22.11,2018-11-06 13:24:48 ( Asia/Katmandu)
2462,AQM Budhanilkantha,30,22.11,2018-11-06 13:14:48 ( Asia/Katmandu)
2463,AQM Budhanilkantha,27,20,2018-11-06 13:04:48 ( Asia/Katmandu)
2464,AQM Budhanilkantha,31,22.82,2018-11-06 12:54:15 ( Asia/Katmandu)
2465,AQM Budhanilkantha,36,26.34,2018-11-06 12:44:15 ( Asia/Katmandu)
2466,AQM Budhanilkantha,44,31.97,2018-11-06 12:33:54 ( Asia/Katmandu)
2467,AQM Budhanilkantha,33,24.23,2018-11-06 12:22:59 ( Asia/Katmandu)
2468,AQM Budhanilkantha,35,25.63,2018-11-06 12:12:59 ( Asia/Katmandu)
2469,AQM Budhanilkantha,31,22.82,2018-11-06 12:02:25 ( Asia/Katmandu)
2470,AQM Budhanilkantha,37,27.04,2018-11-06 11:51:35 ( Asia/Katmandu)
2471,AQM Budhanilkantha,28,20.7,2018-11-06 11:41:35 ( Asia/Katmandu)
2472,AQM Budhanilkantha,30,22.11,2018-11-06 11:31:35 ( Asia/Katmandu)
2473,AQM Budhanilkantha,34,24.93,2018-11-06 11:21:35 ( Asia/Katmandu)
2474,AQM Budhanilkantha,44,31.97,2018-11-06 11:11:35 ( Asia/Katmandu)
2475,AQM Budhanilkantha,55,39.72,2018-11-06 11:01:35 ( Asia/Katmandu)
2476,AQM Budhanilkantha,64,46.05,2018-11-06 10:53:36 ( Asia/Katmandu)
2477,AQM Budhanilkantha,69,49.58,2018-11-06 10:43:36 ( Asia/Katmandu)
2478,AQM Budhanilkantha,75,53.8,2018-11-06 10:33:36 ( Asia/Katmandu)
2479,AQM Budhanilkantha,83,59.43,2018-11-06 10:23:36 ( Asia/Katmandu)
2480,AQM Budhanilkantha,77,55.21,2018-11-06 10:13:36 ( Asia/Katmandu)
2481,AQM Budhanilkantha,80,57.32,2018-11-06 10:03:36 ( Asia/Katmandu)
2482,AQM Budhanilkantha,76,54.5,2018-11-06 09:53:36 ( Asia/Katmandu)
2483,AQM Budhanilkantha,72,51.69,2018-11-06 09:43:36 ( Asia/Katmandu)
2484,AQM Budhanilkantha,69,49.58,2018-11-06 09:33:38 ( Asia/Katmandu)
2485,AQM Budhanilkantha,78,55.91,2018-11-06 09:23:36 ( Asia/Katmandu)
2486,AQM Budhanilkantha,95,67.88,2018-11-06 09:13:36 ( Asia/Katmandu)
2487,AQM Budhanilkantha,91,65.07,2018-11-06 09:03:37 ( Asia/Katmandu)
2488,AQM Budhanilkantha,121,86.19,2018-11-06 08:53:34 ( Asia/Katmandu)
2489,AQM Budhanilkantha,121,86.19,2018-11-06 08:43:34 ( Asia/Katmandu)
2490,AQM Budhanilkantha,95,67.88,2018-11-06 08:33:34 ( Asia/Katmandu)
2491,AQM Budhanilkantha,100,71.4,2018-11-06 08:23:34 ( Asia/Katmandu)
2492,AQM Budhanilkantha,101,72.11,2018-11-06 08:13:35 ( Asia/Katmandu)
2493,AQM Budhanilkantha,101,72.11,2018-11-06 08:03:35 ( Asia/Katmandu)
2494,AQM Budhanilkantha,91,65.07,2018-11-06 07:53:35 ( Asia/Katmandu)
2495,AQM Budhanilkantha,85,60.84,2018-11-06 07:43:35 ( Asia/Katmandu)
2496,AQM Budhanilkantha,70,50.28,2018-11-06 07:33:35 ( Asia/Katmandu)
2497,AQM Budhanilkantha,75,53.8,2018-11-06 07:23:35 ( Asia/Katmandu)
2498,AQM Budhanilkantha,86,61.55,2018-11-06 07:13:35 ( Asia/Katmandu)
2499,AQM Budhanilkantha,80,57.32,2018-11-06 07:03:35 ( Asia/Katmandu)
2500,AQM Budhanilkantha,73,52.39,2018-11-06 06:53:35 ( Asia/Katmandu)
2501,AQM Budhanilkantha,70,50.28,2018-11-06 06:43:35 ( Asia/Katmandu)
2502,AQM Budhanilkantha,63,45.35,2018-11-06 06:33:35 ( Asia/Katmandu)
2503,AQM Budhanilkantha,60,43.24,2018-11-06 06:23:35 ( Asia/Katmandu)
2504,AQM Budhanilkantha,68,48.87,2018-11-06 06:13:35 ( Asia/Katmandu)
2505,AQM Budhanilkantha,61,43.94,2018-11-06 06:03:35 ( Asia/Katmandu)
2506,AQM Budhanilkantha,61,43.94,2018-11-06 05:53:35 ( Asia/Katmandu)
2507,AQM Budhanilkantha,47,34.08,2018-11-06 05:43:35 ( Asia/Katmandu)
2508,AQM Budhanilkantha,52,37.6,2018-11-06 05:33:35 ( Asia/Katmandu)
2509,AQM Budhanilkantha,47,34.08,2018-11-06 05:23:35 ( Asia/Katmandu)
2510,AQM Budhanilkantha,44,31.97,2018-11-06 05:13:35 ( Asia/Katmandu)
2511,AQM Budhanilkantha,37,27.04,2018-11-06 05:03:35 ( Asia/Katmandu)
2512,AQM Budhanilkantha,43,31.27,2018-11-06 04:53:35 ( Asia/Katmandu)
2513,AQM Budhanilkantha,36,26.34,2018-11-06 04:43:35 ( Asia/Katmandu)
2514,AQM Budhanilkantha,35,25.63,2018-11-06 04:33:35 ( Asia/Katmandu)
2515,AQM Budhanilkantha,47,34.08,2018-11-06 04:23:35 ( Asia/Katmandu)
2516,AQM Budhanilkantha,38,27.75,2018-11-06 04:13:35 ( Asia/Katmandu)
2517,AQM Budhanilkantha,36,26.34,2018-11-06 04:03:35 ( Asia/Katmandu)
2518,AQM Budhanilkantha,35,25.63,2018-11-06 03:53:35 ( Asia/Katmandu)
2519,AQM Budhanilkantha,36,26.34,2018-11-06 03:43:35 ( Asia/Katmandu)
2520,AQM Budhanilkantha,35,25.63,2018-11-06 03:33:35 ( Asia/Katmandu)
2521,AQM Budhanilkantha,36,26.34,2018-11-06 03:23:35 ( Asia/Katmandu)
2522,AQM Budhanilkantha,28,20.7,2018-11-06 03:13:35 ( Asia/Katmandu)
2523,AQM Budhanilkantha,29,21.41,2018-11-06 03:03:35 ( Asia/Katmandu)
2524,AQM Budhanilkantha,30,22.11,2018-11-06 02:53:35 ( Asia/Katmandu)
2525,AQM Budhanilkantha,38,27.75,2018-11-06 02:43:35 ( Asia/Katmandu)
2526,AQM Budhanilkantha,30,22.11,2018-11-06 02:33:35 ( Asia/Katmandu)
2527,AQM Budhanilkantha,38,27.75,2018-11-06 02:23:35 ( Asia/Katmandu)
2528,AQM Budhanilkantha,32,23.52,2018-11-06 02:13:35 ( Asia/Katmandu)
2529,AQM Budhanilkantha,39,28.45,2018-11-06 02:03:35 ( Asia/Katmandu)
2530,AQM Budhanilkantha,40,29.15,2018-11-06 01:53:35 ( Asia/Katmandu)
2531,AQM Budhanilkantha,42,30.56,2018-11-06 01:43:35 ( Asia/Katmandu)
2532,AQM Budhanilkantha,39,28.45,2018-11-06 01:33:35 ( Asia/Katmandu)
2533,AQM Budhanilkantha,35,25.63,2018-11-06 01:23:35 ( Asia/Katmandu)
2534,AQM Budhanilkantha,39,28.45,2018-11-06 01:13:35 ( Asia/Katmandu)
2535,AQM Budhanilkantha,42,30.56,2018-11-06 01:03:36 ( Asia/Katmandu)
2536,AQM Budhanilkantha,40,29.15,2018-11-06 00:53:36 ( Asia/Katmandu)
2537,AQM Budhanilkantha,32,23.52,2018-11-06 00:43:36 ( Asia/Katmandu)
2538,AQM Budhanilkantha,38,27.75,2018-11-06 00:33:36 ( Asia/Katmandu)
2539,AQM Budhanilkantha,31,22.82,2018-11-06 00:23:36 ( Asia/Katmandu)
2540,AQM Budhanilkantha,34,24.93,2018-11-06 00:13:36 ( Asia/Katmandu)
2541,AQM Budhanilkantha,37,27.04,2018-11-06 00:03:36 ( Asia/Katmandu)
2542,AQM Budhanilkantha,32,23.52,2018-11-05 23:53:36 ( Asia/Katmandu)
2543,AQM Budhanilkantha,27,20,2018-11-05 23:43:36 ( Asia/Katmandu)
2544,AQM Budhanilkantha,35,25.63,2018-11-05 23:33:36 ( Asia/Katmandu)
2545,AQM Budhanilkantha,29,21.41,2018-11-05 23:23:36 ( Asia/Katmandu)
2546,AQM Budhanilkantha,30,22.11,2018-11-05 23:13:36 ( Asia/Katmandu)
2547,AQM Budhanilkantha,30,22.11,2018-11-05 23:03:36 ( Asia/Katmandu)
2548,AQM Budhanilkantha,34,24.93,2018-11-05 22:53:36 ( Asia/Katmandu)
2549,AQM Budhanilkantha,36,26.34,2018-11-05 22:43:36 ( Asia/Katmandu)
2550,AQM Budhanilkantha,33,24.23,2018-11-05 22:33:36 ( Asia/Katmandu)
2551,AQM Budhanilkantha,31,22.82,2018-11-05 22:23:36 ( Asia/Katmandu)
2552,AQM Budhanilkantha,37,27.04,2018-11-05 22:13:36 ( Asia/Katmandu)
2553,AQM Budhanilkantha,30,22.11,2018-11-05 22:03:36 ( Asia/Katmandu)
2554,AQM Budhanilkantha,31,22.82,2018-11-05 21:53:36 ( Asia/Katmandu)
2555,AQM Budhanilkantha,31,22.82,2018-11-05 21:43:36 ( Asia/Katmandu)
2556,AQM Budhanilkantha,32,23.52,2018-11-05 21:33:38 ( Asia/Katmandu)
2557,AQM Budhanilkantha,33,24.23,2018-11-05 21:33:36 ( Asia/Katmandu)
2558,AQM Budhanilkantha,32,23.52,2018-11-05 21:23:38 ( Asia/Katmandu)
2559,AQM Budhanilkantha,30,22.11,2018-11-05 21:23:36 ( Asia/Katmandu)
2560,AQM Budhanilkantha,28,20.7,2018-11-05 21:13:38 ( Asia/Katmandu)
2561,AQM Budhanilkantha,29,21.41,2018-11-05 21:13:36 ( Asia/Katmandu)
2562,AQM Budhanilkantha,40,29.15,2018-11-05 21:03:38 ( Asia/Katmandu)
2563,AQM Budhanilkantha,33,24.23,2018-11-05 21:03:36 ( Asia/Katmandu)
2564,AQM Budhanilkantha,31,22.82,2018-11-05 20:53:38 ( Asia/Katmandu)
2565,AQM Budhanilkantha,34,24.93,2018-11-05 20:53:36 ( Asia/Katmandu)
2566,AQM Budhanilkantha,35,25.63,2018-11-05 20:43:38 ( Asia/Katmandu)
2567,AQM Budhanilkantha,31,22.82,2018-11-05 20:43:36 ( Asia/Katmandu)
2568,AQM Budhanilkantha,29,21.41,2018-11-05 20:33:38 ( Asia/Katmandu)
2569,AQM Budhanilkantha,31,22.82,2018-11-05 20:33:36 ( Asia/Katmandu)
2570,AQM Budhanilkantha,41,29.86,2018-11-05 20:23:38 ( Asia/Katmandu)
2571,AQM Budhanilkantha,34,24.93,2018-11-05 20:23:36 ( Asia/Katmandu)
2572,AQM Budhanilkantha,28,20.7,2018-11-05 20:13:38 ( Asia/Katmandu)
2573,AQM Budhanilkantha,35,25.63,2018-11-05 20:13:37 ( Asia/Katmandu)
2574,AQM Budhanilkantha,33,24.23,2018-11-05 20:03:38 ( Asia/Katmandu)
2575,AQM Budhanilkantha,41,29.86,2018-11-05 20:03:37 ( Asia/Katmandu)
2576,AQM Budhanilkantha,36,26.34,2018-11-05 19:54:12 ( Asia/Katmandu)
2577,AQM Budhanilkantha,38,27.75,2018-11-05 19:53:37 ( Asia/Katmandu)
2578,AQM Budhanilkantha,30,22.11,2018-11-05 19:43:38 ( Asia/Katmandu)
2579,AQM Budhanilkantha,49,35.49,2018-11-05 19:43:37 ( Asia/Katmandu)
2580,AQM Budhanilkantha,35,25.63,2018-11-05 19:33:38 ( Asia/Katmandu)
2581,AQM Budhanilkantha,55,39.72,2018-11-05 19:33:37 ( Asia/Katmandu)
2582,AQM Budhanilkantha,38,27.75,2018-11-05 19:23:38 ( Asia/Katmandu)
2583,AQM Budhanilkantha,53,38.31,2018-11-05 19:23:37 ( Asia/Katmandu)
2584,AQM Budhanilkantha,32,23.52,2018-11-05 19:13:38 ( Asia/Katmandu)
2585,AQM Budhanilkantha,49,35.49,2018-11-05 19:13:37 ( Asia/Katmandu)
2586,AQM Budhanilkantha,37,27.04,2018-11-05 19:03:38 ( Asia/Katmandu)
2587,AQM Budhanilkantha,64,46.05,2018-11-05 19:03:37 ( Asia/Katmandu)
2588,AQM Budhanilkantha,35,25.63,2018-11-05 18:53:38 ( Asia/Katmandu)
2589,AQM Budhanilkantha,98,70,2018-11-05 18:53:37 ( Asia/Katmandu)
2590,AQM Budhanilkantha,43,31.27,2018-11-05 18:43:38 ( Asia/Katmandu)
2591,AQM Budhanilkantha,67,48.17,2018-11-05 18:43:37 ( Asia/Katmandu)
2592,AQM Budhanilkantha,45,32.68,2018-11-05 18:33:38 ( Asia/Katmandu)
2593,AQM Budhanilkantha,58,41.83,2018-11-05 18:23:38 ( Asia/Katmandu)
2594,AQM Budhanilkantha,33,24.23,2018-11-05 18:23:37 ( Asia/Katmandu)
2595,AQM Budhanilkantha,86,61.55,2018-11-05 18:13:38 ( Asia/Katmandu)
2596,AQM Budhanilkantha,32,23.52,2018-11-05 18:13:37 ( Asia/Katmandu)
2597,AQM Budhanilkantha,32,23.52,2018-11-05 18:08:37 ( Asia/Katmandu)
2598,AQM Budhanilkantha,87,62.25,2018-11-05 18:03:38 ( Asia/Katmandu)
2599,AQM Budhanilkantha,89,63.66,2018-11-05 17:53:38 ( Asia/Katmandu)
2600,AQM Budhanilkantha,81,58.03,2018-11-05 17:43:38 ( Asia/Katmandu)
2601,AQM Budhanilkantha,85,60.84,2018-11-05 17:33:38 ( Asia/Katmandu)
2602,AQM Budhanilkantha,86,61.55,2018-11-05 17:23:38 ( Asia/Katmandu)
2603,AQM Budhanilkantha,98,70,2018-11-05 17:13:38 ( Asia/Katmandu)
2604,AQM Budhanilkantha,98,70,2018-11-05 17:03:38 ( Asia/Katmandu)
2605,AQM Budhanilkantha,109,77.74,2018-11-05 16:53:38 ( Asia/Katmandu)
2606,AQM Budhanilkantha,35,25.63,2018-11-05 16:53:37 ( Asia/Katmandu)
2607,AQM Budhanilkantha,112,79.86,2018-11-05 16:43:39 ( Asia/Katmandu)
2608,AQM Budhanilkantha,39,28.45,2018-11-05 16:43:37 ( Asia/Katmandu)
2609,AQM Budhanilkantha,99,70.7,2018-11-05 16:33:39 ( Asia/Katmandu)
2610,AQM Budhanilkantha,33,24.23,2018-11-05 16:33:37 ( Asia/Katmandu)
2611,AQM Budhanilkantha,111,79.15,2018-11-05 16:23:39 ( Asia/Katmandu)
2612,AQM Budhanilkantha,36,26.34,2018-11-05 16:23:37 ( Asia/Katmandu)
2613,AQM Budhanilkantha,128,91.12,2018-11-05 16:13:39 ( Asia/Katmandu)
2614,AQM Budhanilkantha,35,25.63,2018-11-05 16:13:37 ( Asia/Katmandu)
2615,AQM Budhanilkantha,122,86.9,2018-11-05 16:03:39 ( Asia/Katmandu)
2616,AQM Budhanilkantha,39,28.45,2018-11-05 16:03:37 ( Asia/Katmandu)
2617,AQM Budhanilkantha,88,62.95,2018-11-05 15:53:39 ( Asia/Katmandu)
2618,AQM Budhanilkantha,35,25.63,2018-11-05 15:53:37 ( Asia/Katmandu)
2619,AQM Budhanilkantha,88,62.95,2018-11-05 15:43:39 ( Asia/Katmandu)
2620,AQM Budhanilkantha,35,25.63,2018-11-05 15:43:37 ( Asia/Katmandu)
2621,AQM Budhanilkantha,84,60.14,2018-11-05 15:33:39 ( Asia/Katmandu)
2622,AQM Budhanilkantha,39,28.45,2018-11-05 15:33:37 ( Asia/Katmandu)
2623,AQM Budhanilkantha,81,58.03,2018-11-05 15:23:39 ( Asia/Katmandu)
2624,AQM Budhanilkantha,75,53.8,2018-11-05 15:13:39 ( Asia/Katmandu)
2625,AQM Budhanilkantha,32,23.52,2018-11-05 15:13:37 ( Asia/Katmandu)
2626,AQM Budhanilkantha,32,23.52,2018-11-05 15:03:39 ( Asia/Katmandu)
2627,AQM Budhanilkantha,33,24.23,2018-11-05 15:03:37 ( Asia/Katmandu)
2628,AQM Budhanilkantha,56,40.42,2018-11-05 14:53:39 ( Asia/Katmandu)
2629,AQM Budhanilkantha,36,26.34,2018-11-05 14:53:37 ( Asia/Katmandu)
2630,AQM Budhanilkantha,140,99.57,2018-11-05 14:43:39 ( Asia/Katmandu)
2631,AQM Budhanilkantha,32,23.52,2018-11-05 14:43:37 ( Asia/Katmandu)
2632,AQM Budhanilkantha,124,88.31,2018-11-05 14:33:39 ( Asia/Katmandu)
2633,AQM Budhanilkantha,33,24.23,2018-11-05 14:33:37 ( Asia/Katmandu)
2634,AQM Budhanilkantha,36,26.34,2018-11-05 14:23:37 ( Asia/Katmandu)
2635,AQM Budhanilkantha,116,82.67,2018-11-05 14:18:39 ( Asia/Katmandu)
2636,AQM Budhanilkantha,142,100.98,2018-11-05 14:13:39 ( Asia/Katmandu)
2637,AQM Budhanilkantha,32,23.52,2018-11-05 14:13:38 ( Asia/Katmandu)
2638,AQM Budhanilkantha,86,61.55,2018-11-05 14:03:39 ( Asia/Katmandu)
2639,AQM Budhanilkantha,33,24.23,2018-11-05 14:03:38 ( Asia/Katmandu)
2640,AQM Budhanilkantha,130,92.53,2018-11-05 13:53:39 ( Asia/Katmandu)
2641,AQM Budhanilkantha,34,24.93,2018-11-05 13:53:38 ( Asia/Katmandu)
2642,AQM Budhanilkantha,59,42.53,2018-11-05 13:43:39 ( Asia/Katmandu)
2643,AQM Budhanilkantha,32,23.52,2018-11-05 13:43:38 ( Asia/Katmandu)
2644,AQM Budhanilkantha,62,44.65,2018-11-05 13:33:39 ( Asia/Katmandu)
2645,AQM Budhanilkantha,53,38.31,2018-11-05 13:23:39 ( Asia/Katmandu)
2646,AQM Budhanilkantha,67,48.17,2018-11-05 13:13:39 ( Asia/Katmandu)
2647,AQM Budhanilkantha,44,31.97,2018-11-05 13:03:39 ( Asia/Katmandu)
2648,AQM Budhanilkantha,38,27.75,2018-11-05 12:53:39 ( Asia/Katmandu)
2649,AQM Budhanilkantha,51,36.9,2018-11-05 12:43:39 ( Asia/Katmandu)
2650,AQM Budhanilkantha,50,36.2,2018-11-05 12:33:39 ( Asia/Katmandu)
2651,AQM Budhanilkantha,48,34.79,2018-11-05 12:23:39 ( Asia/Katmandu)
2652,AQM Budhanilkantha,46,33.38,2018-11-05 12:13:39 ( Asia/Katmandu)
2653,AQM Budhanilkantha,47,34.08,2018-11-05 12:03:39 ( Asia/Katmandu)
2654,AQM Budhanilkantha,49,35.49,2018-11-05 11:53:39 ( Asia/Katmandu)
2655,AQM Budhanilkantha,48,34.79,2018-11-05 11:43:39 ( Asia/Katmandu)
2656,AQM Budhanilkantha,46,33.38,2018-11-05 11:33:39 ( Asia/Katmandu)
2657,AQM Budhanilkantha,47,34.08,2018-11-05 11:23:39 ( Asia/Katmandu)
2658,AQM Budhanilkantha,48,34.79,2018-11-05 11:13:39 ( Asia/Katmandu)
2659,AQM Budhanilkantha,39,28.45,2018-11-05 11:03:39 ( Asia/Katmandu)
2660,AQM Budhanilkantha,39,28.45,2018-11-05 10:53:39 ( Asia/Katmandu)
2661,AQM Budhanilkantha,39,28.45,2018-11-05 10:43:39 ( Asia/Katmandu)
2662,AQM Budhanilkantha,42,30.56,2018-11-05 10:33:39 ( Asia/Katmandu)
2663,AQM Budhanilkantha,34,24.93,2018-11-05 10:23:39 ( Asia/Katmandu)
2664,AQM Budhanilkantha,39,28.45,2018-11-05 10:13:39 ( Asia/Katmandu)
2665,AQM Budhanilkantha,42,30.56,2018-11-05 10:03:39 ( Asia/Katmandu)
2666,AQM Budhanilkantha,32,23.52,2018-11-05 10:03:37 ( Asia/Katmandu)
2667,AQM Budhanilkantha,46,33.38,2018-11-05 09:53:39 ( Asia/Katmandu)
2668,AQM Budhanilkantha,33,24.23,2018-11-05 09:53:37 ( Asia/Katmandu)
2669,AQM Budhanilkantha,44,31.97,2018-11-05 09:43:39 ( Asia/Katmandu)
2670,AQM Budhanilkantha,29,21.41,2018-11-05 09:43:37 ( Asia/Katmandu)
2671,AQM Budhanilkantha,49,35.49,2018-11-05 09:33:39 ( Asia/Katmandu)
2672,AQM Budhanilkantha,26,19.3,2018-11-05 09:33:37 ( Asia/Katmandu)
2673,AQM Budhanilkantha,45,32.68,2018-11-05 09:23:39 ( Asia/Katmandu)
2674,AQM Budhanilkantha,34,24.93,2018-11-05 09:23:37 ( Asia/Katmandu)
2675,AQM Budhanilkantha,42,30.56,2018-11-05 09:13:39 ( Asia/Katmandu)
2676,AQM Budhanilkantha,36,26.34,2018-11-05 09:13:37 ( Asia/Katmandu)
2677,AQM Budhanilkantha,39,28.45,2018-11-05 09:03:39 ( Asia/Katmandu)
2678,AQM Budhanilkantha,34,24.93,2018-11-05 09:03:37 ( Asia/Katmandu)
