S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
665,AQM Budhanilkantha,71,50.98,2018-11-26 07:23:13 ( Asia/Katmandu)
666,AQM Budhanilkantha,65,46.76,2018-11-26 07:12:03 ( Asia/Katmandu)
667,AQM Budhanilkantha,65,46.76,2018-11-26 07:02:05 ( Asia/Katmandu)
668,AQM Budhanilkantha,64,46.05,2018-11-26 06:52:03 ( Asia/Katmandu)
669,AQM Budhanilkantha,62,44.65,2018-11-26 06:42:03 ( Asia/Katmandu)
670,AQM Budhanilkantha,60,43.24,2018-11-26 06:32:03 ( Asia/Katmandu)
671,AQM Budhanilkantha,55,39.72,2018-11-26 06:22:03 ( Asia/Katmandu)
672,AQM Budhanilkantha,47,34.08,2018-11-26 06:12:03 ( Asia/Katmandu)
673,AQM Budhanilkantha,43,31.27,2018-11-26 06:02:03 ( Asia/Katmandu)
674,AQM Budhanilkantha,39,28.45,2018-11-26 05:42:03 ( Asia/Katmandu)
675,AQM Budhanilkantha,45,32.68,2018-11-26 05:22:03 ( Asia/Katmandu)
676,AQM Budhanilkantha,39,28.45,2018-11-26 05:12:03 ( Asia/Katmandu)
677,AQM Budhanilkantha,40,29.15,2018-11-26 05:02:03 ( Asia/Katmandu)
678,AQM Budhanilkantha,39,28.45,2018-11-26 04:52:57 ( Asia/Katmandu)
679,AQM Budhanilkantha,37,27.04,2018-11-26 04:42:03 ( Asia/Katmandu)
680,AQM Budhanilkantha,36,26.34,2018-11-26 04:32:03 ( Asia/Katmandu)
681,AQM Budhanilkantha,33,24.23,2018-11-26 04:22:03 ( Asia/Katmandu)
682,AQM Budhanilkantha,41,29.86,2018-11-26 04:12:03 ( Asia/Katmandu)
683,AQM Budhanilkantha,38,27.75,2018-11-26 04:02:04 ( Asia/Katmandu)
684,AQM Budhanilkantha,49,35.49,2018-11-26 03:52:03 ( Asia/Katmandu)
685,AQM Budhanilkantha,37,27.04,2018-11-26 03:42:03 ( Asia/Katmandu)
686,AQM Budhanilkantha,38,27.75,2018-11-26 03:32:03 ( Asia/Katmandu)
687,AQM Budhanilkantha,38,27.75,2018-11-26 03:22:03 ( Asia/Katmandu)
688,AQM Budhanilkantha,41,29.86,2018-11-26 03:12:03 ( Asia/Katmandu)
689,AQM Budhanilkantha,41,29.86,2018-11-26 03:02:03 ( Asia/Katmandu)
690,AQM Budhanilkantha,44,31.97,2018-11-26 02:52:03 ( Asia/Katmandu)
691,AQM Budhanilkantha,39,28.45,2018-11-26 02:42:03 ( Asia/Katmandu)
692,AQM Budhanilkantha,35,25.63,2018-11-26 02:32:03 ( Asia/Katmandu)
693,AQM Budhanilkantha,36,26.34,2018-11-26 02:22:03 ( Asia/Katmandu)
694,AQM Budhanilkantha,38,27.75,2018-11-26 02:12:03 ( Asia/Katmandu)
695,AQM Budhanilkantha,33,24.23,2018-11-26 02:02:03 ( Asia/Katmandu)
696,AQM Budhanilkantha,41,29.86,2018-11-26 01:52:03 ( Asia/Katmandu)
697,AQM Budhanilkantha,35,25.63,2018-11-26 01:42:04 ( Asia/Katmandu)
698,AQM Budhanilkantha,32,23.52,2018-11-26 01:32:04 ( Asia/Katmandu)
699,AQM Budhanilkantha,33,24.23,2018-11-26 01:22:04 ( Asia/Katmandu)
700,AQM Budhanilkantha,37,27.04,2018-11-26 01:12:04 ( Asia/Katmandu)
701,AQM Budhanilkantha,37,27.04,2018-11-26 01:02:04 ( Asia/Katmandu)
702,AQM Budhanilkantha,36,26.34,2018-11-26 00:52:04 ( Asia/Katmandu)
703,AQM Budhanilkantha,38,27.75,2018-11-26 00:42:04 ( Asia/Katmandu)
704,AQM Budhanilkantha,30,22.11,2018-11-26 00:32:04 ( Asia/Katmandu)
705,AQM Budhanilkantha,40,29.15,2018-11-26 00:22:04 ( Asia/Katmandu)
706,AQM Budhanilkantha,38,27.75,2018-11-26 00:12:04 ( Asia/Katmandu)
707,AQM Budhanilkantha,32,23.52,2018-11-26 00:02:04 ( Asia/Katmandu)
708,AQM Budhanilkantha,40,29.15,2018-11-25 23:52:04 ( Asia/Katmandu)
709,AQM Budhanilkantha,32,23.52,2018-11-25 23:42:04 ( Asia/Katmandu)
710,AQM Budhanilkantha,39,28.45,2018-11-25 23:32:04 ( Asia/Katmandu)
711,AQM Budhanilkantha,38,27.75,2018-11-25 23:22:04 ( Asia/Katmandu)
712,AQM Budhanilkantha,44,31.97,2018-11-25 23:02:04 ( Asia/Katmandu)
713,AQM Budhanilkantha,40,29.15,2018-11-25 22:52:04 ( Asia/Katmandu)
714,AQM Budhanilkantha,41,29.86,2018-11-25 22:42:04 ( Asia/Katmandu)
715,AQM Budhanilkantha,46,33.38,2018-11-25 22:32:04 ( Asia/Katmandu)
716,AQM Budhanilkantha,46,33.38,2018-11-25 22:23:50 ( Asia/Katmandu)
717,AQM Budhanilkantha,38,27.75,2018-11-25 22:12:46 ( Asia/Katmandu)
718,AQM Budhanilkantha,41,29.86,2018-11-25 22:02:04 ( Asia/Katmandu)
719,AQM Budhanilkantha,44,31.97,2018-11-25 21:52:04 ( Asia/Katmandu)
720,AQM Budhanilkantha,42,30.56,2018-11-25 21:42:04 ( Asia/Katmandu)
721,AQM Budhanilkantha,51,36.9,2018-11-25 21:32:04 ( Asia/Katmandu)
722,AQM Budhanilkantha,50,36.2,2018-11-25 21:22:04 ( Asia/Katmandu)
723,AQM Budhanilkantha,47,34.08,2018-11-25 21:12:04 ( Asia/Katmandu)
724,AQM Budhanilkantha,51,36.9,2018-11-25 21:02:04 ( Asia/Katmandu)
725,AQM Budhanilkantha,53,38.31,2018-11-25 20:42:04 ( Asia/Katmandu)
726,AQM Budhanilkantha,67,48.17,2018-11-25 20:32:04 ( Asia/Katmandu)
727,AQM Budhanilkantha,69,49.58,2018-11-25 20:22:04 ( Asia/Katmandu)
728,AQM Budhanilkantha,73,52.39,2018-11-25 20:12:04 ( Asia/Katmandu)
729,AQM Budhanilkantha,90,64.36,2018-11-25 20:02:04 ( Asia/Katmandu)
730,AQM Budhanilkantha,86,61.55,2018-11-25 19:52:05 ( Asia/Katmandu)
731,AQM Budhanilkantha,82,58.73,2018-11-25 19:42:04 ( Asia/Katmandu)
732,AQM Budhanilkantha,96,68.59,2018-11-25 19:24:31 ( Asia/Katmandu)
733,AQM Budhanilkantha,108,77.04,2018-11-25 19:12:05 ( Asia/Katmandu)
734,AQM Budhanilkantha,85,60.84,2018-11-25 19:02:04 ( Asia/Katmandu)
735,AQM Budhanilkantha,66,47.46,2018-11-25 18:52:04 ( Asia/Katmandu)
736,AQM Budhanilkantha,62,44.65,2018-11-25 18:42:04 ( Asia/Katmandu)
737,AQM Budhanilkantha,76,54.5,2018-11-25 18:32:04 ( Asia/Katmandu)
738,AQM Budhanilkantha,73,52.39,2018-11-25 18:22:05 ( Asia/Katmandu)
739,AQM Budhanilkantha,69,49.58,2018-11-25 18:14:27 ( Asia/Katmandu)
740,AQM Budhanilkantha,63,45.35,2018-11-25 18:02:04 ( Asia/Katmandu)
741,AQM Budhanilkantha,56,40.42,2018-11-25 17:52:04 ( Asia/Katmandu)
742,AQM Budhanilkantha,50,36.2,2018-11-25 17:42:05 ( Asia/Katmandu)
743,AQM Budhanilkantha,51,36.9,2018-11-25 17:32:05 ( Asia/Katmandu)
744,AQM Budhanilkantha,49,35.49,2018-11-25 17:22:05 ( Asia/Katmandu)
745,AQM Budhanilkantha,51,36.9,2018-11-25 17:12:05 ( Asia/Katmandu)
746,AQM Budhanilkantha,54,39.01,2018-11-25 17:02:05 ( Asia/Katmandu)
747,AQM Budhanilkantha,54,39.01,2018-11-25 16:52:06 ( Asia/Katmandu)
748,AQM Budhanilkantha,49,35.49,2018-11-25 16:42:05 ( Asia/Katmandu)
749,AQM Budhanilkantha,43,31.27,2018-11-25 16:32:05 ( Asia/Katmandu)
750,AQM Budhanilkantha,42,30.56,2018-11-25 16:22:05 ( Asia/Katmandu)
751,AQM Budhanilkantha,46,33.38,2018-11-25 16:12:05 ( Asia/Katmandu)
752,AQM Budhanilkantha,46,33.38,2018-11-25 16:02:05 ( Asia/Katmandu)
753,AQM Budhanilkantha,42,30.56,2018-11-25 15:52:05 ( Asia/Katmandu)
754,AQM Budhanilkantha,39,28.45,2018-11-25 15:42:05 ( Asia/Katmandu)
755,AQM Budhanilkantha,48,34.79,2018-11-25 15:32:05 ( Asia/Katmandu)
756,AQM Budhanilkantha,42,30.56,2018-11-25 15:22:05 ( Asia/Katmandu)
757,AQM Budhanilkantha,49,35.49,2018-11-25 15:12:05 ( Asia/Katmandu)
758,AQM Budhanilkantha,43,31.27,2018-11-25 15:02:05 ( Asia/Katmandu)
759,AQM Budhanilkantha,46,33.38,2018-11-25 14:52:05 ( Asia/Katmandu)
760,AQM Budhanilkantha,48,34.79,2018-11-25 14:42:05 ( Asia/Katmandu)
761,AQM Budhanilkantha,45,32.68,2018-11-25 14:32:05 ( Asia/Katmandu)
762,AQM Budhanilkantha,44,31.97,2018-11-25 14:22:05 ( Asia/Katmandu)
763,AQM Budhanilkantha,33,24.23,2018-11-25 14:12:05 ( Asia/Katmandu)
764,AQM Budhanilkantha,34,24.93,2018-11-25 14:02:05 ( Asia/Katmandu)
765,AQM Budhanilkantha,34,24.93,2018-11-25 13:52:05 ( Asia/Katmandu)
766,AQM Budhanilkantha,30,22.11,2018-11-25 13:42:05 ( Asia/Katmandu)
767,AQM Budhanilkantha,31,22.82,2018-11-25 13:32:05 ( Asia/Katmandu)
768,AQM Budhanilkantha,31,22.82,2018-11-25 13:22:05 ( Asia/Katmandu)
769,AQM Budhanilkantha,31,22.82,2018-11-25 13:12:05 ( Asia/Katmandu)
770,AQM Budhanilkantha,32,23.52,2018-11-25 13:02:07 ( Asia/Katmandu)
771,AQM Budhanilkantha,36,26.34,2018-11-25 12:52:07 ( Asia/Katmandu)
772,AQM Budhanilkantha,34,24.93,2018-11-25 12:42:05 ( Asia/Katmandu)
773,AQM Budhanilkantha,34,24.93,2018-11-25 12:32:05 ( Asia/Katmandu)
774,AQM Budhanilkantha,39,28.45,2018-11-25 12:22:06 ( Asia/Katmandu)
775,AQM Budhanilkantha,38,27.75,2018-11-25 12:12:06 ( Asia/Katmandu)
776,AQM Budhanilkantha,42,30.56,2018-11-25 12:02:05 ( Asia/Katmandu)
777,AQM Budhanilkantha,45,32.68,2018-11-25 11:52:06 ( Asia/Katmandu)
778,AQM Budhanilkantha,68,48.87,2018-11-25 11:42:05 ( Asia/Katmandu)
779,AQM Budhanilkantha,78,55.91,2018-11-25 11:32:05 ( Asia/Katmandu)
780,AQM Budhanilkantha,95,67.88,2018-11-25 11:22:06 ( Asia/Katmandu)
781,AQM Budhanilkantha,94,67.18,2018-11-25 11:12:06 ( Asia/Katmandu)
782,AQM Budhanilkantha,99,70.7,2018-11-25 11:02:05 ( Asia/Katmandu)
783,AQM Budhanilkantha,107,76.33,2018-11-25 10:52:06 ( Asia/Katmandu)
784,AQM Budhanilkantha,111,79.15,2018-11-25 10:42:06 ( Asia/Katmandu)
785,AQM Budhanilkantha,110,78.45,2018-11-25 10:32:06 ( Asia/Katmandu)
786,AQM Budhanilkantha,108,77.04,2018-11-25 10:22:06 ( Asia/Katmandu)
787,AQM Budhanilkantha,104,74.22,2018-11-25 10:02:06 ( Asia/Katmandu)
788,AQM Budhanilkantha,106,75.63,2018-11-25 09:52:06 ( Asia/Katmandu)
789,AQM Budhanilkantha,102,72.81,2018-11-25 09:42:06 ( Asia/Katmandu)
790,AQM Budhanilkantha,101,72.11,2018-11-25 09:32:06 ( Asia/Katmandu)
791,AQM Budhanilkantha,106,75.63,2018-11-25 09:22:06 ( Asia/Katmandu)
792,AQM Budhanilkantha,108,77.04,2018-11-25 09:07:06 ( Asia/Katmandu)
793,AQM Budhanilkantha,121,86.19,2018-11-25 09:02:06 ( Asia/Katmandu)
794,AQM Budhanilkantha,136,96.76,2018-11-25 08:52:06 ( Asia/Katmandu)
795,AQM Budhanilkantha,151,107.32,2018-11-25 08:42:06 ( Asia/Katmandu)
796,AQM Budhanilkantha,158,112.25,2018-11-25 08:32:06 ( Asia/Katmandu)
797,AQM Budhanilkantha,177,125.63,2018-11-25 08:22:06 ( Asia/Katmandu)
798,AQM Budhanilkantha,160,113.66,2018-11-25 08:12:06 ( Asia/Katmandu)
799,AQM Budhanilkantha,98,70,2018-11-25 08:02:06 ( Asia/Katmandu)
800,AQM Budhanilkantha,94,67.18,2018-11-25 07:52:06 ( Asia/Katmandu)
801,AQM Budhanilkantha,89,63.66,2018-11-25 07:42:06 ( Asia/Katmandu)
802,AQM Budhanilkantha,75,53.8,2018-11-25 07:32:06 ( Asia/Katmandu)
803,AQM Budhanilkantha,75,53.8,2018-11-25 07:22:46 ( Asia/Katmandu)
804,AQM Budhanilkantha,76,54.5,2018-11-25 07:12:06 ( Asia/Katmandu)
805,AQM Budhanilkantha,81,58.03,2018-11-25 07:02:06 ( Asia/Katmandu)
806,AQM Budhanilkantha,77,55.21,2018-11-25 06:52:06 ( Asia/Katmandu)
807,AQM Budhanilkantha,65,46.76,2018-11-25 06:42:06 ( Asia/Katmandu)
808,AQM Budhanilkantha,65,46.76,2018-11-25 06:32:06 ( Asia/Katmandu)
809,AQM Budhanilkantha,66,47.46,2018-11-25 06:22:06 ( Asia/Katmandu)
810,AQM Budhanilkantha,63,45.35,2018-11-25 06:12:06 ( Asia/Katmandu)
811,AQM Budhanilkantha,56,40.42,2018-11-25 06:02:06 ( Asia/Katmandu)
812,AQM Budhanilkantha,59,42.53,2018-11-25 05:52:06 ( Asia/Katmandu)
813,AQM Budhanilkantha,53,38.31,2018-11-25 05:42:06 ( Asia/Katmandu)
814,AQM Budhanilkantha,49,35.49,2018-11-25 05:32:06 ( Asia/Katmandu)
815,AQM Budhanilkantha,54,39.01,2018-11-25 05:22:06 ( Asia/Katmandu)
816,AQM Budhanilkantha,56,40.42,2018-11-25 05:12:06 ( Asia/Katmandu)
817,AQM Budhanilkantha,55,39.72,2018-11-25 05:02:06 ( Asia/Katmandu)
818,AQM Budhanilkantha,50,36.2,2018-11-25 04:52:06 ( Asia/Katmandu)
819,AQM Budhanilkantha,46,33.38,2018-11-25 04:42:06 ( Asia/Katmandu)
820,AQM Budhanilkantha,44,31.97,2018-11-25 04:32:06 ( Asia/Katmandu)
821,AQM Budhanilkantha,42,30.56,2018-11-25 04:22:06 ( Asia/Katmandu)
822,AQM Budhanilkantha,44,31.97,2018-11-25 04:12:06 ( Asia/Katmandu)
823,AQM Budhanilkantha,44,31.97,2018-11-25 04:02:06 ( Asia/Katmandu)
824,AQM Budhanilkantha,49,35.49,2018-11-25 03:52:06 ( Asia/Katmandu)
825,AQM Budhanilkantha,40,29.15,2018-11-25 03:42:06 ( Asia/Katmandu)
826,AQM Budhanilkantha,50,36.2,2018-11-25 03:32:06 ( Asia/Katmandu)
827,AQM Budhanilkantha,49,35.49,2018-11-25 03:22:06 ( Asia/Katmandu)
828,AQM Budhanilkantha,50,36.2,2018-11-25 03:12:06 ( Asia/Katmandu)
829,AQM Budhanilkantha,20,15.07,2018-11-25 03:02:06 ( Asia/Katmandu)
830,AQM Budhanilkantha,88,62.95,2018-11-25 02:52:06 ( Asia/Katmandu)
831,AQM Budhanilkantha,56,40.42,2018-11-25 02:42:06 ( Asia/Katmandu)
832,AQM Budhanilkantha,54,39.01,2018-11-25 02:32:06 ( Asia/Katmandu)
833,AQM Budhanilkantha,92,65.77,2018-11-25 02:22:06 ( Asia/Katmandu)
834,AQM Budhanilkantha,96,68.59,2018-11-25 02:12:12 ( Asia/Katmandu)
835,AQM Budhanilkantha,138,98.16,2018-11-25 02:02:06 ( Asia/Katmandu)
836,AQM Budhanilkantha,53,38.31,2018-11-25 01:52:06 ( Asia/Katmandu)
837,AQM Budhanilkantha,53,38.31,2018-11-25 01:42:06 ( Asia/Katmandu)
838,AQM Budhanilkantha,41,29.86,2018-11-25 01:32:06 ( Asia/Katmandu)
839,AQM Budhanilkantha,69,49.58,2018-11-25 01:22:06 ( Asia/Katmandu)
840,AQM Budhanilkantha,42,30.56,2018-11-25 01:12:07 ( Asia/Katmandu)
841,AQM Budhanilkantha,62,44.65,2018-11-25 01:02:07 ( Asia/Katmandu)
842,AQM Budhanilkantha,50,36.2,2018-11-25 00:52:07 ( Asia/Katmandu)
843,AQM Budhanilkantha,58,41.83,2018-11-25 00:42:07 ( Asia/Katmandu)
844,AQM Budhanilkantha,57,41.13,2018-11-25 00:32:07 ( Asia/Katmandu)
845,AQM Budhanilkantha,56,40.42,2018-11-25 00:22:07 ( Asia/Katmandu)
846,AQM Budhanilkantha,49,35.49,2018-11-25 00:12:07 ( Asia/Katmandu)
847,AQM Budhanilkantha,53,38.31,2018-11-25 00:02:07 ( Asia/Katmandu)
848,AQM Budhanilkantha,55,39.72,2018-11-24 23:52:07 ( Asia/Katmandu)
849,AQM Budhanilkantha,51,36.9,2018-11-24 23:42:07 ( Asia/Katmandu)
850,AQM Budhanilkantha,49,35.49,2018-11-24 23:32:07 ( Asia/Katmandu)
851,AQM Budhanilkantha,47,34.08,2018-11-24 23:22:07 ( Asia/Katmandu)
852,AQM Budhanilkantha,56,40.42,2018-11-24 23:12:07 ( Asia/Katmandu)
853,AQM Budhanilkantha,57,41.13,2018-11-24 23:02:07 ( Asia/Katmandu)
854,AQM Budhanilkantha,54,39.01,2018-11-24 22:52:07 ( Asia/Katmandu)
855,AQM Budhanilkantha,49,35.49,2018-11-24 22:42:07 ( Asia/Katmandu)
856,AQM Budhanilkantha,56,40.42,2018-11-24 22:22:07 ( Asia/Katmandu)
857,AQM Budhanilkantha,50,36.2,2018-11-24 22:12:09 ( Asia/Katmandu)
858,AQM Budhanilkantha,61,43.94,2018-11-24 22:02:09 ( Asia/Katmandu)
859,AQM Budhanilkantha,61,43.94,2018-11-24 21:52:07 ( Asia/Katmandu)
860,AQM Budhanilkantha,61,43.94,2018-11-24 21:42:07 ( Asia/Katmandu)
861,AQM Budhanilkantha,54,39.01,2018-11-24 21:32:07 ( Asia/Katmandu)
862,AQM Budhanilkantha,62,44.65,2018-11-24 21:22:07 ( Asia/Katmandu)
863,AQM Budhanilkantha,68,48.87,2018-11-24 21:12:09 ( Asia/Katmandu)
864,AQM Budhanilkantha,71,50.98,2018-11-24 21:02:07 ( Asia/Katmandu)
865,AQM Budhanilkantha,69,49.58,2018-11-24 20:52:07 ( Asia/Katmandu)
866,AQM Budhanilkantha,65,46.76,2018-11-24 20:42:09 ( Asia/Katmandu)
867,AQM Budhanilkantha,69,49.58,2018-11-24 20:32:07 ( Asia/Katmandu)
868,AQM Budhanilkantha,77,55.21,2018-11-24 20:22:07 ( Asia/Katmandu)
869,AQM Budhanilkantha,81,58.03,2018-11-24 20:12:07 ( Asia/Katmandu)
870,AQM Budhanilkantha,90,64.36,2018-11-24 20:02:07 ( Asia/Katmandu)
871,AQM Budhanilkantha,95,67.88,2018-11-24 19:52:07 ( Asia/Katmandu)
872,AQM Budhanilkantha,112,79.86,2018-11-24 19:42:09 ( Asia/Katmandu)
873,AQM Budhanilkantha,135,96.05,2018-11-24 19:32:07 ( Asia/Katmandu)
874,AQM Budhanilkantha,137,97.46,2018-11-24 19:22:07 ( Asia/Katmandu)
875,AQM Budhanilkantha,86,61.55,2018-11-24 19:12:07 ( Asia/Katmandu)
876,AQM Budhanilkantha,79,56.62,2018-11-24 19:02:07 ( Asia/Katmandu)
877,AQM Budhanilkantha,68,48.87,2018-11-24 18:52:07 ( Asia/Katmandu)
878,AQM Budhanilkantha,77,55.21,2018-11-24 18:42:07 ( Asia/Katmandu)
879,AQM Budhanilkantha,84,60.14,2018-11-24 18:22:08 ( Asia/Katmandu)
880,AQM Budhanilkantha,80,57.32,2018-11-24 18:12:08 ( Asia/Katmandu)
881,AQM Budhanilkantha,90,64.36,2018-11-24 18:02:08 ( Asia/Katmandu)
882,AQM Budhanilkantha,79,56.62,2018-11-24 17:52:08 ( Asia/Katmandu)
883,AQM Budhanilkantha,72,51.69,2018-11-24 17:42:08 ( Asia/Katmandu)
884,AQM Budhanilkantha,74,53.1,2018-11-24 17:32:08 ( Asia/Katmandu)
885,AQM Budhanilkantha,80,57.32,2018-11-24 17:22:08 ( Asia/Katmandu)
886,AQM Budhanilkantha,57,41.13,2018-11-24 17:12:08 ( Asia/Katmandu)
887,AQM Budhanilkantha,52,37.6,2018-11-24 17:02:08 ( Asia/Katmandu)
888,AQM Budhanilkantha,53,38.31,2018-11-24 16:52:08 ( Asia/Katmandu)
889,AQM Budhanilkantha,49,35.49,2018-11-24 16:42:08 ( Asia/Katmandu)
890,AQM Budhanilkantha,50,36.2,2018-11-24 16:32:08 ( Asia/Katmandu)
891,AQM Budhanilkantha,57,41.13,2018-11-24 16:22:08 ( Asia/Katmandu)
892,AQM Budhanilkantha,45,32.68,2018-11-24 16:12:08 ( Asia/Katmandu)
893,AQM Budhanilkantha,51,36.9,2018-11-24 16:02:08 ( Asia/Katmandu)
894,AQM Budhanilkantha,51,36.9,2018-11-24 15:52:08 ( Asia/Katmandu)
895,AQM Budhanilkantha,51,36.9,2018-11-24 15:42:08 ( Asia/Katmandu)
896,AQM Budhanilkantha,52,37.6,2018-11-24 15:32:08 ( Asia/Katmandu)
897,AQM Budhanilkantha,51,36.9,2018-11-24 15:22:08 ( Asia/Katmandu)
898,AQM Budhanilkantha,51,36.9,2018-11-24 15:12:08 ( Asia/Katmandu)
899,AQM Budhanilkantha,54,39.01,2018-11-24 15:02:08 ( Asia/Katmandu)
900,AQM Budhanilkantha,52,37.6,2018-11-24 14:52:10 ( Asia/Katmandu)
901,AQM Budhanilkantha,59,42.53,2018-11-24 14:42:08 ( Asia/Katmandu)
902,AQM Budhanilkantha,66,47.46,2018-11-24 14:32:08 ( Asia/Katmandu)
903,AQM Budhanilkantha,55,39.72,2018-11-24 14:22:08 ( Asia/Katmandu)
904,AQM Budhanilkantha,59,42.53,2018-11-24 14:12:08 ( Asia/Katmandu)
905,AQM Budhanilkantha,56,40.42,2018-11-24 14:02:08 ( Asia/Katmandu)
906,AQM Budhanilkantha,53,38.31,2018-11-24 13:52:08 ( Asia/Katmandu)
907,AQM Budhanilkantha,48,34.79,2018-11-24 13:42:08 ( Asia/Katmandu)
908,AQM Budhanilkantha,53,38.31,2018-11-24 13:32:08 ( Asia/Katmandu)
909,AQM Budhanilkantha,45,32.68,2018-11-24 13:22:08 ( Asia/Katmandu)
910,AQM Budhanilkantha,50,36.2,2018-11-24 13:12:08 ( Asia/Katmandu)
911,AQM Budhanilkantha,48,34.79,2018-11-24 13:02:08 ( Asia/Katmandu)
912,AQM Budhanilkantha,49,35.49,2018-11-24 12:42:08 ( Asia/Katmandu)
913,AQM Budhanilkantha,51,36.9,2018-11-24 12:32:08 ( Asia/Katmandu)
914,AQM Budhanilkantha,51,36.9,2018-11-24 12:22:08 ( Asia/Katmandu)
915,AQM Budhanilkantha,54,39.01,2018-11-24 12:12:09 ( Asia/Katmandu)
916,AQM Budhanilkantha,52,37.6,2018-11-24 12:02:09 ( Asia/Katmandu)
917,AQM Budhanilkantha,53,38.31,2018-11-24 11:52:09 ( Asia/Katmandu)
918,AQM Budhanilkantha,67,48.17,2018-11-24 11:42:09 ( Asia/Katmandu)
919,AQM Budhanilkantha,63,45.35,2018-11-24 11:32:09 ( Asia/Katmandu)
920,AQM Budhanilkantha,73,52.39,2018-11-24 11:22:09 ( Asia/Katmandu)
921,AQM Budhanilkantha,80,57.32,2018-11-24 11:12:09 ( Asia/Katmandu)
922,AQM Budhanilkantha,98,70,2018-11-24 11:02:09 ( Asia/Katmandu)
923,AQM Budhanilkantha,95,67.88,2018-11-24 10:52:09 ( Asia/Katmandu)
924,AQM Budhanilkantha,85,60.84,2018-11-24 10:42:09 ( Asia/Katmandu)
925,AQM Budhanilkantha,90,64.36,2018-11-24 10:32:09 ( Asia/Katmandu)
926,AQM Budhanilkantha,95,67.88,2018-11-24 10:22:09 ( Asia/Katmandu)
927,AQM Budhanilkantha,110,78.45,2018-11-24 10:12:09 ( Asia/Katmandu)
928,AQM Budhanilkantha,113,80.56,2018-11-24 10:02:09 ( Asia/Katmandu)
929,AQM Budhanilkantha,147,104.5,2018-11-24 09:52:09 ( Asia/Katmandu)
930,AQM Budhanilkantha,125,89.01,2018-11-24 09:42:09 ( Asia/Katmandu)
931,AQM Budhanilkantha,120,85.49,2018-11-24 09:32:09 ( Asia/Katmandu)
932,AQM Budhanilkantha,126,89.71,2018-11-24 09:22:09 ( Asia/Katmandu)
933,AQM Budhanilkantha,126,89.71,2018-11-24 09:12:09 ( Asia/Katmandu)
934,AQM Budhanilkantha,126,89.71,2018-11-24 09:02:09 ( Asia/Katmandu)
935,AQM Budhanilkantha,115,81.97,2018-11-24 08:52:09 ( Asia/Katmandu)
936,AQM Budhanilkantha,124,88.31,2018-11-24 08:42:09 ( Asia/Katmandu)
937,AQM Budhanilkantha,118,84.08,2018-11-24 08:32:09 ( Asia/Katmandu)
938,AQM Budhanilkantha,120,85.49,2018-11-24 08:22:09 ( Asia/Katmandu)
939,AQM Budhanilkantha,105,74.93,2018-11-24 08:12:09 ( Asia/Katmandu)
940,AQM Budhanilkantha,125,89.01,2018-11-24 08:02:09 ( Asia/Katmandu)
941,AQM Budhanilkantha,97,69.29,2018-11-24 07:52:09 ( Asia/Katmandu)
942,AQM Budhanilkantha,98,70,2018-11-24 07:32:09 ( Asia/Katmandu)
943,AQM Budhanilkantha,106,75.63,2018-11-24 07:22:43 ( Asia/Katmandu)
944,AQM Budhanilkantha,91,65.07,2018-11-24 07:12:09 ( Asia/Katmandu)
945,AQM Budhanilkantha,89,63.66,2018-11-24 07:02:09 ( Asia/Katmandu)
946,AQM Budhanilkantha,78,55.91,2018-11-24 06:52:09 ( Asia/Katmandu)
947,AQM Budhanilkantha,71,50.98,2018-11-24 06:42:09 ( Asia/Katmandu)
948,AQM Budhanilkantha,79,56.62,2018-11-24 06:32:09 ( Asia/Katmandu)
949,AQM Budhanilkantha,71,50.98,2018-11-24 06:22:09 ( Asia/Katmandu)
950,AQM Budhanilkantha,69,49.58,2018-11-24 06:12:09 ( Asia/Katmandu)
951,AQM Budhanilkantha,61,43.94,2018-11-24 06:02:09 ( Asia/Katmandu)
952,AQM Budhanilkantha,67,48.17,2018-11-24 05:52:09 ( Asia/Katmandu)
953,AQM Budhanilkantha,58,41.83,2018-11-24 05:42:09 ( Asia/Katmandu)
954,AQM Budhanilkantha,62,44.65,2018-11-24 05:22:09 ( Asia/Katmandu)
955,AQM Budhanilkantha,60,43.24,2018-11-24 05:12:09 ( Asia/Katmandu)
956,AQM Budhanilkantha,60,43.24,2018-11-24 05:02:09 ( Asia/Katmandu)
957,AQM Budhanilkantha,55,39.72,2018-11-24 04:52:09 ( Asia/Katmandu)
958,AQM Budhanilkantha,67,48.17,2018-11-24 04:42:10 ( Asia/Katmandu)
959,AQM Budhanilkantha,64,46.05,2018-11-24 04:32:10 ( Asia/Katmandu)
960,AQM Budhanilkantha,56,40.42,2018-11-24 04:22:10 ( Asia/Katmandu)
961,AQM Budhanilkantha,64,46.05,2018-11-24 04:12:10 ( Asia/Katmandu)
962,AQM Budhanilkantha,56,40.42,2018-11-24 04:02:10 ( Asia/Katmandu)
963,AQM Budhanilkantha,54,39.01,2018-11-24 03:52:10 ( Asia/Katmandu)
964,AQM Budhanilkantha,55,39.72,2018-11-24 03:42:10 ( Asia/Katmandu)
965,AQM Budhanilkantha,61,43.94,2018-11-24 03:32:10 ( Asia/Katmandu)
966,AQM Budhanilkantha,57,41.13,2018-11-24 03:22:10 ( Asia/Katmandu)
967,AQM Budhanilkantha,53,38.31,2018-11-24 03:12:10 ( Asia/Katmandu)
