S.N,Device,PM 2.5,Calibrated PM 2.5,Date Time
1,AQM Budhanilkantha,7,5.92,07/31/17 11:53 PM
2,AQM Budhanilkantha,7,5.92,07/31/17 11:43 PM
3,AQM Budhanilkantha,6,5.21,07/31/17 11:33 PM
4,AQM Budhanilkantha,8,6.62,07/31/17 11:23 PM
5,AQM Budhanilkantha,9,7.32,07/31/17 11:13 PM
6,AQM Budhanilkantha,10,8.03,07/31/17 11:03 PM
7,AQM Budhanilkantha,10,8.03,07/31/17 10:53 PM
8,AQM Budhanilkantha,7,5.92,07/31/17 10:43 PM
9,AQM Budhanilkantha,8,6.62,07/31/17 10:33 PM
10,AQM Budhanilkantha,9,7.32,07/31/17 10:23 PM
11,AQM Budhanilkantha,10,8.03,07/31/17 10:13 PM
12,AQM Budhanilkantha,8,6.62,07/31/17 10:03 PM
13,AQM Budhanilkantha,10,8.03,07/31/17 09:53 PM
14,AQM Budhanilkantha,10,8.03,07/31/17 09:43 PM
15,AQM Budhanilkantha,10,8.03,07/31/17 09:33 PM
16,AQM Budhanilkantha,9,7.32,07/31/17 09:20 PM
17,AQM Budhanilkantha,11,8.73,07/31/17 09:13 PM
18,AQM Budhanilkantha,11,8.73,07/31/17 09:03 PM
19,AQM Budhanilkantha,10,8.03,07/31/17 08:53 PM
20,AQM Budhanilkantha,12,9.44,07/31/17 08:43 PM
21,AQM Budhanilkantha,12,9.44,07/31/17 08:33 PM
22,AQM Budhanilkantha,13,10.14,07/31/17 08:24 PM
23,AQM Budhanilkantha,15,11.55,07/31/17 08:13 PM
24,AQM Budhanilkantha,15,11.55,07/31/17 08:03 PM
25,AQM Budhanilkantha,13,10.14,07/31/17 07:53 PM
26,AQM Budhanilkantha,14,10.85,07/31/17 07:43 PM
27,AQM Budhanilkantha,19,14.37,07/31/17 07:33 PM
28,AQM Budhanilkantha,14,10.85,07/31/17 07:23 PM
29,AQM Budhanilkantha,13,10.14,07/31/17 07:14 PM
30,AQM Budhanilkantha,14,10.85,07/31/17 07:03 PM
31,AQM Budhanilkantha,14,10.85,07/31/17 06:53 PM
32,AQM Budhanilkantha,12,9.44,07/31/17 06:43 PM
33,AQM Budhanilkantha,15,11.55,07/31/17 06:33 PM
34,AQM Budhanilkantha,17,12.96,07/31/17 06:23 PM
35,AQM Budhanilkantha,21,15.78,07/31/17 06:13 PM
36,AQM Budhanilkantha,20,15.07,07/31/17 06:03 PM
37,AQM Budhanilkantha,13,10.14,07/31/17 05:53 PM
38,AQM Budhanilkantha,13,10.14,07/31/17 05:43 PM
39,AQM Budhanilkantha,19,14.37,07/31/17 05:33 PM
40,AQM Budhanilkantha,18,13.66,07/31/17 05:23 PM
41,AQM Budhanilkantha,22,16.48,07/31/17 05:13 PM
42,AQM Budhanilkantha,15,11.55,07/31/17 05:03 PM
43,AQM Budhanilkantha,20,15.07,07/31/17 04:53 PM
44,AQM Budhanilkantha,14,10.85,07/31/17 04:43 PM
45,AQM Budhanilkantha,18,13.66,07/31/17 04:33 PM
46,AQM Budhanilkantha,14,10.85,07/31/17 03:28 PM
47,AQM Budhanilkantha,9,7.32,07/31/17 03:23 PM
48,AQM Budhanilkantha,9,7.32,07/31/17 03:13 PM
49,AQM Budhanilkantha,9,7.32,07/31/17 03:03 PM
50,AQM Budhanilkantha,9,7.32,07/31/17 02:53 PM
51,AQM Budhanilkantha,9,7.32,07/31/17 02:43 PM
52,AQM Budhanilkantha,12,9.44,07/31/17 02:33 PM
53,AQM Budhanilkantha,12,9.44,07/31/17 02:23 PM
54,AQM Budhanilkantha,9,7.32,07/31/17 02:13 PM
55,AQM Budhanilkantha,12,9.44,07/31/17 02:03 PM
56,AQM Budhanilkantha,15,11.55,07/31/17 01:53 PM
57,AQM Budhanilkantha,14,10.85,07/31/17 01:43 PM
58,AQM Budhanilkantha,12,9.44,07/31/17 01:33 PM
59,AQM Budhanilkantha,10,8.03,07/31/17 01:18 PM
60,AQM Budhanilkantha,13,10.14,07/31/17 01:13 PM
61,AQM Budhanilkantha,9,7.32,07/31/17 01:03 PM
62,AQM Budhanilkantha,9,7.32,07/31/17 12:53 PM
63,AQM Budhanilkantha,8,6.62,07/31/17 12:38 PM
64,AQM Budhanilkantha,6,5.21,07/31/17 12:33 PM
65,AQM Budhanilkantha,6,5.21,07/31/17 12:23 PM
66,AQM Budhanilkantha,4,3.8,07/31/17 12:13 PM
67,AQM Budhanilkantha,8,6.62,07/31/17 12:03 PM
68,AQM Budhanilkantha,9,7.32,07/31/17 11:53 AM
69,AQM Budhanilkantha,8,6.62,07/31/17 11:43 AM
70,AQM Budhanilkantha,10,8.03,07/31/17 11:33 AM
71,AQM Budhanilkantha,15,11.55,07/31/17 11:23 AM
72,AQM Budhanilkantha,16,12.25,07/31/17 11:13 AM
73,AQM Budhanilkantha,15,11.55,07/31/17 11:03 AM
74,AQM Budhanilkantha,18,13.66,07/31/17 10:53 AM
75,AQM Budhanilkantha,15,11.55,07/31/17 10:43 AM
76,AQM Budhanilkantha,15,11.55,07/31/17 10:33 AM
77,AQM Budhanilkantha,15,11.55,07/31/17 10:23 AM
78,AQM Budhanilkantha,18,13.66,07/31/17 10:13 AM
79,AQM Budhanilkantha,20,15.07,07/31/17 10:03 AM
80,AQM Budhanilkantha,28,20.7,07/31/17 09:53 AM
81,AQM Budhanilkantha,25,18.59,07/31/17 09:43 AM
82,AQM Budhanilkantha,24,17.89,07/31/17 09:33 AM
83,AQM Budhanilkantha,24,17.89,07/31/17 09:23 AM
84,AQM Budhanilkantha,31,22.82,07/31/17 09:13 AM
85,AQM Budhanilkantha,30,22.11,07/31/17 09:03 AM
86,AQM Budhanilkantha,45,32.68,07/31/17 08:53 AM
87,AQM Budhanilkantha,25,18.59,07/31/17 08:43 AM
88,AQM Budhanilkantha,21,15.78,07/31/17 08:33 AM
89,AQM Budhanilkantha,19,14.37,07/31/17 08:23 AM
90,AQM Budhanilkantha,15,11.55,07/31/17 08:13 AM
91,AQM Budhanilkantha,21,15.78,07/31/17 08:03 AM
92,AQM Budhanilkantha,20,15.07,07/31/17 07:53 AM
93,AQM Budhanilkantha,21,15.78,07/31/17 07:43 AM
94,AQM Budhanilkantha,18,13.66,07/31/17 07:33 AM
95,AQM Budhanilkantha,21,15.78,07/31/17 07:23 AM
96,AQM Budhanilkantha,20,15.07,07/31/17 07:13 AM
97,AQM Budhanilkantha,15,11.55,07/31/17 07:03 AM
98,AQM Budhanilkantha,15,11.55,07/31/17 06:53 AM
99,AQM Budhanilkantha,18,13.66,07/31/17 06:43 AM
100,AQM Budhanilkantha,16,12.25,07/31/17 06:33 AM
101,AQM Budhanilkantha,12,9.44,07/31/17 06:23 AM
102,AQM Budhanilkantha,15,11.55,07/31/17 06:13 AM
103,AQM Budhanilkantha,25,18.59,07/31/17 06:03 AM
104,AQM Budhanilkantha,52,37.6,07/31/17 05:53 AM
105,AQM Budhanilkantha,42,30.56,07/31/17 05:43 AM
106,AQM Budhanilkantha,13,10.14,07/31/17 05:33 AM
107,AQM Budhanilkantha,21,15.78,07/31/17 05:23 AM
108,AQM Budhanilkantha,15,11.55,07/31/17 05:13 AM
109,AQM Budhanilkantha,8,6.62,07/31/17 05:03 AM
110,AQM Budhanilkantha,8,6.62,07/31/17 04:53 AM
111,AQM Budhanilkantha,8,6.62,07/31/17 04:43 AM
112,AQM Budhanilkantha,6,5.21,07/31/17 04:33 AM
113,AQM Budhanilkantha,4,3.8,07/31/17 04:23 AM
114,AQM Budhanilkantha,6,5.21,07/31/17 04:13 AM
115,AQM Budhanilkantha,8,6.62,07/31/17 04:03 AM
116,AQM Budhanilkantha,8,6.62,07/31/17 03:53 AM
117,AQM Budhanilkantha,7,5.92,07/31/17 03:43 AM
118,AQM Budhanilkantha,9,7.32,07/31/17 03:33 AM
119,AQM Budhanilkantha,12,9.44,07/31/17 03:23 AM
120,AQM Budhanilkantha,13,10.14,07/31/17 03:13 AM
121,AQM Budhanilkantha,19,14.37,07/31/17 03:03 AM
122,AQM Budhanilkantha,48,34.79,07/31/17 02:53 AM
123,AQM Budhanilkantha,95,67.88,07/31/17 02:43 AM
124,AQM Budhanilkantha,232,164.36,07/31/17 02:33 AM
125,AQM Budhanilkantha,85,60.84,07/31/17 02:23 AM
126,AQM Budhanilkantha,9,7.32,07/31/17 02:13 AM
127,AQM Budhanilkantha,9,7.32,07/31/17 02:03 AM
128,AQM Budhanilkantha,10,8.03,07/31/17 01:53 AM
129,AQM Budhanilkantha,11,8.73,07/31/17 01:43 AM
130,AQM Budhanilkantha,7,5.92,07/31/17 01:33 AM
131,AQM Budhanilkantha,9,7.32,07/31/17 01:23 AM
132,AQM Budhanilkantha,7,5.92,07/31/17 01:08 AM
133,AQM Budhanilkantha,9,7.32,07/31/17 01:03 AM
134,AQM Budhanilkantha,10,8.03,07/31/17 12:53 AM
135,AQM Budhanilkantha,7,5.92,07/31/17 12:43 AM
136,AQM Budhanilkantha,8,6.62,07/31/17 12:33 AM
137,AQM Budhanilkantha,11,8.73,07/31/17 12:23 AM
138,AQM Budhanilkantha,11,8.73,07/31/17 12:13 AM
139,AQM Budhanilkantha,10,8.03,07/31/17 12:03 AM
140,AQM Budhanilkantha,7,5.92,07/30/17 11:53 PM
141,AQM Budhanilkantha,6,5.21,07/30/17 11:43 PM
142,AQM Budhanilkantha,6,5.21,07/30/17 11:33 PM
143,AQM Budhanilkantha,9,7.32,07/30/17 11:23 PM
144,AQM Budhanilkantha,13,10.14,07/30/17 11:13 PM
145,AQM Budhanilkantha,12,9.44,07/30/17 11:03 PM
146,AQM Budhanilkantha,13,10.14,07/30/17 10:53 PM
147,AQM Budhanilkantha,12,9.44,07/30/17 10:43 PM
148,AQM Budhanilkantha,15,11.55,07/30/17 10:33 PM
149,AQM Budhanilkantha,18,13.66,07/30/17 10:23 PM
150,AQM Budhanilkantha,11,8.73,07/30/17 10:13 PM
151,AQM Budhanilkantha,14,10.85,07/30/17 10:03 PM
152,AQM Budhanilkantha,13,10.14,07/30/17 09:53 PM
153,AQM Budhanilkantha,11,8.73,07/30/17 09:43 PM
154,AQM Budhanilkantha,9,7.32,07/30/17 09:33 PM
155,AQM Budhanilkantha,8,6.62,07/30/17 09:22 PM
156,AQM Budhanilkantha,11,8.73,07/30/17 09:12 PM
157,AQM Budhanilkantha,14,10.85,07/30/17 09:02 PM
158,AQM Budhanilkantha,13,10.14,07/30/17 08:47 PM
159,AQM Budhanilkantha,15,11.55,07/30/17 08:42 PM
160,AQM Budhanilkantha,16,12.25,07/30/17 08:32 PM
161,AQM Budhanilkantha,20,15.07,07/30/17 08:22 PM
162,AQM Budhanilkantha,25,18.59,07/30/17 08:12 PM
163,AQM Budhanilkantha,63,45.35,07/30/17 08:02 PM
164,AQM Budhanilkantha,18,13.66,07/30/17 07:52 PM
165,AQM Budhanilkantha,19,14.37,07/30/17 07:42 PM
166,AQM Budhanilkantha,23,17.18,07/30/17 07:32 PM
167,AQM Budhanilkantha,13,10.14,07/30/17 07:22 PM
168,AQM Budhanilkantha,10,8.03,07/30/17 07:12 PM
169,AQM Budhanilkantha,11,8.73,07/30/17 07:02 PM
170,AQM Budhanilkantha,11,8.73,07/30/17 06:52 PM
171,AQM Budhanilkantha,10,8.03,07/30/17 06:42 PM
172,AQM Budhanilkantha,11,8.73,07/30/17 06:32 PM
173,AQM Budhanilkantha,9,7.32,07/30/17 06:22 PM
174,AQM Budhanilkantha,8,6.62,07/30/17 06:12 PM
175,AQM Budhanilkantha,8,6.62,07/30/17 06:02 PM
176,AQM Budhanilkantha,7,5.92,07/30/17 05:52 PM
177,AQM Budhanilkantha,6,5.21,07/30/17 05:42 PM
178,AQM Budhanilkantha,6,5.21,07/30/17 05:32 PM
179,AQM Budhanilkantha,7,5.92,07/30/17 05:22 PM
180,AQM Budhanilkantha,7,5.92,07/30/17 05:12 PM
181,AQM Budhanilkantha,8,6.62,07/30/17 05:02 PM
182,AQM Budhanilkantha,9,7.32,07/30/17 04:52 PM
183,AQM Budhanilkantha,6,5.21,07/30/17 04:42 PM
184,AQM Budhanilkantha,7,5.92,07/30/17 04:32 PM
185,AQM Budhanilkantha,8,6.62,07/30/17 04:22 PM
186,AQM Budhanilkantha,6,5.21,07/30/17 04:12 PM
187,AQM Budhanilkantha,12,9.44,07/30/17 04:02 PM
188,AQM Budhanilkantha,8,6.62,07/30/17 03:52 PM
189,AQM Budhanilkantha,11,8.73,07/30/17 03:42 PM
190,AQM Budhanilkantha,9,7.32,07/30/17 03:27 PM
191,AQM Budhanilkantha,10,8.03,07/30/17 03:22 PM
192,AQM Budhanilkantha,11,8.73,07/30/17 03:12 PM
193,AQM Budhanilkantha,11,8.73,07/30/17 03:02 PM
194,AQM Budhanilkantha,10,8.03,07/30/17 02:52 PM
195,AQM Budhanilkantha,12,9.44,07/30/17 02:42 PM
196,AQM Budhanilkantha,8,6.62,07/30/17 02:32 PM
197,AQM Budhanilkantha,9,7.32,07/30/17 02:22 PM
198,AQM Budhanilkantha,6,5.21,07/30/17 02:12 PM
199,AQM Budhanilkantha,8,6.62,07/30/17 02:02 PM
200,AQM Budhanilkantha,6,5.21,07/30/17 01:52 PM
201,AQM Budhanilkantha,10,8.03,07/30/17 01:42 PM
202,AQM Budhanilkantha,10,8.03,07/30/17 01:32 PM
203,AQM Budhanilkantha,9,7.32,07/30/17 01:22 PM
204,AQM Budhanilkantha,6,5.21,07/30/17 01:12 PM
205,AQM Budhanilkantha,8,6.62,07/30/17 01:02 PM
206,AQM Budhanilkantha,6,5.21,07/30/17 12:52 PM
207,AQM Budhanilkantha,3,3.1,07/30/17 12:42 PM
208,AQM Budhanilkantha,6,5.21,07/30/17 12:32 PM
209,AQM Budhanilkantha,9,7.32,07/30/17 12:22 PM
210,AQM Budhanilkantha,10,8.03,07/30/17 12:12 PM
211,AQM Budhanilkantha,7,5.92,07/30/17 12:02 PM
212,AQM Budhanilkantha,7,5.92,07/30/17 11:52 AM
213,AQM Budhanilkantha,7,5.92,07/30/17 11:42 AM
214,AQM Budhanilkantha,8,6.62,07/30/17 11:32 AM
215,AQM Budhanilkantha,8,6.62,07/30/17 11:22 AM
216,AQM Budhanilkantha,9,7.32,07/30/17 11:12 AM
217,AQM Budhanilkantha,4,3.8,07/30/17 11:02 AM
218,AQM Budhanilkantha,3,3.1,07/30/17 10:52 AM
219,AQM Budhanilkantha,8,6.62,07/30/17 10:42 AM
220,AQM Budhanilkantha,11,8.73,07/30/17 10:32 AM
221,AQM Budhanilkantha,7,5.92,07/30/17 10:22 AM
222,AQM Budhanilkantha,8,6.62,07/30/17 10:12 AM
223,AQM Budhanilkantha,8,6.62,07/30/17 10:02 AM
224,AQM Budhanilkantha,7,5.92,07/30/17 09:52 AM
225,AQM Budhanilkantha,9,7.32,07/30/17 09:42 AM
226,AQM Budhanilkantha,8,6.62,07/30/17 09:32 AM
227,AQM Budhanilkantha,10,8.03,07/30/17 09:22 AM
228,AQM Budhanilkantha,8,6.62,07/30/17 09:12 AM
229,AQM Budhanilkantha,18,13.66,07/30/17 09:02 AM
230,AQM Budhanilkantha,12,9.44,07/30/17 08:52 AM
231,AQM Budhanilkantha,16,12.25,07/30/17 08:42 AM
232,AQM Budhanilkantha,14,10.85,07/30/17 08:32 AM
233,AQM Budhanilkantha,18,13.66,07/30/17 08:22 AM
234,AQM Budhanilkantha,12,9.44,07/30/17 08:12 AM
235,AQM Budhanilkantha,14,10.85,07/30/17 08:02 AM
236,AQM Budhanilkantha,10,8.03,07/30/17 07:52 AM
237,AQM Budhanilkantha,8,6.62,07/30/17 07:42 AM
238,AQM Budhanilkantha,9,7.32,07/30/17 07:32 AM
239,AQM Budhanilkantha,15,11.55,07/30/17 07:22 AM
240,AQM Budhanilkantha,16,12.25,07/30/17 07:12 AM
241,AQM Budhanilkantha,15,11.55,07/30/17 07:02 AM
242,AQM Budhanilkantha,21,15.78,07/30/17 06:52 AM
243,AQM Budhanilkantha,32,23.52,07/30/17 06:42 AM
244,AQM Budhanilkantha,13,10.14,07/30/17 06:32 AM
245,AQM Budhanilkantha,10,8.03,07/30/17 06:22 AM
246,AQM Budhanilkantha,10,8.03,07/30/17 06:12 AM
247,AQM Budhanilkantha,9,7.32,07/30/17 06:02 AM
248,AQM Budhanilkantha,7,5.92,07/30/17 05:52 AM
249,AQM Budhanilkantha,7,5.92,07/30/17 05:42 AM
250,AQM Budhanilkantha,16,12.25,07/30/17 05:32 AM
251,AQM Budhanilkantha,16,12.25,07/30/17 05:22 AM
252,AQM Budhanilkantha,22,16.48,07/30/17 05:12 AM
253,AQM Budhanilkantha,14,10.85,07/30/17 05:02 AM
254,AQM Budhanilkantha,20,15.07,07/30/17 04:52 AM
255,AQM Budhanilkantha,12,9.44,07/30/17 04:42 AM
256,AQM Budhanilkantha,7,5.92,07/30/17 04:32 AM
257,AQM Budhanilkantha,8,6.62,07/30/17 04:22 AM
258,AQM Budhanilkantha,14,10.85,07/30/17 04:12 AM
259,AQM Budhanilkantha,15,11.55,07/30/17 04:02 AM
260,AQM Budhanilkantha,7,5.92,07/30/17 03:52 AM
261,AQM Budhanilkantha,7,5.92,07/30/17 03:42 AM
262,AQM Budhanilkantha,11,8.73,07/30/17 03:32 AM
263,AQM Budhanilkantha,9,7.32,07/30/17 03:22 AM
264,AQM Budhanilkantha,5,4.51,07/30/17 03:12 AM
265,AQM Budhanilkantha,5,4.51,07/30/17 03:02 AM
266,AQM Budhanilkantha,11,8.73,07/30/17 02:52 AM
267,AQM Budhanilkantha,8,6.62,07/30/17 02:42 AM
268,AQM Budhanilkantha,7,5.92,07/30/17 02:32 AM
269,AQM Budhanilkantha,9,7.32,07/30/17 02:22 AM
270,AQM Budhanilkantha,8,6.62,07/30/17 02:12 AM
271,AQM Budhanilkantha,8,6.62,07/30/17 02:02 AM
272,AQM Budhanilkantha,8,6.62,07/30/17 01:52 AM
273,AQM Budhanilkantha,7,5.92,07/30/17 01:42 AM
274,AQM Budhanilkantha,9,7.32,07/30/17 01:32 AM
275,AQM Budhanilkantha,9,7.32,07/30/17 01:22 AM
276,AQM Budhanilkantha,8,6.62,07/30/17 01:12 AM
277,AQM Budhanilkantha,8,6.62,07/30/17 01:02 AM
278,AQM Budhanilkantha,8,6.62,07/30/17 12:52 AM
279,AQM Budhanilkantha,10,8.03,07/30/17 12:42 AM
280,AQM Budhanilkantha,9,7.32,07/30/17 12:32 AM
281,AQM Budhanilkantha,5,4.51,07/30/17 12:22 AM
282,AQM Budhanilkantha,7,5.92,07/30/17 12:12 AM
283,AQM Budhanilkantha,7,5.92,07/30/17 12:02 AM
284,AQM Budhanilkantha,8,6.62,07/29/17 11:52 PM
285,AQM Budhanilkantha,8,6.62,07/29/17 11:42 PM
286,AQM Budhanilkantha,8,6.62,07/29/17 11:32 PM
287,AQM Budhanilkantha,7,5.92,07/29/17 11:22 PM
288,AQM Budhanilkantha,10,8.03,07/29/17 11:12 PM
289,AQM Budhanilkantha,11,8.73,07/29/17 11:02 PM
290,AQM Budhanilkantha,10,8.03,07/29/17 10:52 PM
291,AQM Budhanilkantha,11,8.73,07/29/17 10:42 PM
292,AQM Budhanilkantha,9,7.32,07/29/17 10:32 PM
293,AQM Budhanilkantha,10,8.03,07/29/17 10:22 PM
294,AQM Budhanilkantha,16,12.25,07/29/17 10:13 PM
295,AQM Budhanilkantha,11,8.73,07/29/17 10:02 PM
296,AQM Budhanilkantha,14,10.85,07/29/17 12:51 PM
297,AQM Budhanilkantha,17,12.96,07/29/17 12:41 PM
298,AQM Budhanilkantha,18,13.66,07/29/17 12:31 PM
299,AQM Budhanilkantha,20,15.07,07/29/17 12:21 PM
300,AQM Budhanilkantha,24,17.89,07/29/17 12:11 PM
301,AQM Budhanilkantha,20,15.07,07/29/17 12:01 PM
302,AQM Budhanilkantha,24,17.89,07/29/17 11:51 AM
303,AQM Budhanilkantha,20,15.07,07/29/17 11:41 AM
304,AQM Budhanilkantha,19,14.37,07/29/17 11:31 AM
305,AQM Budhanilkantha,19,14.37,07/29/17 11:21 AM
306,AQM Budhanilkantha,14,10.85,07/29/17 11:11 AM
307,AQM Budhanilkantha,18,13.66,07/29/17 11:01 AM
308,AQM Budhanilkantha,25,18.59,07/29/17 10:51 AM
309,AQM Budhanilkantha,20,15.07,07/29/17 10:41 AM
310,AQM Budhanilkantha,23,17.18,07/29/17 10:31 AM
311,AQM Budhanilkantha,25,18.59,07/29/17 10:21 AM
312,AQM Budhanilkantha,20,15.07,07/29/17 10:11 AM
313,AQM Budhanilkantha,20,15.07,07/29/17 10:01 AM
314,AQM Budhanilkantha,18,13.66,07/29/17 09:51 AM
315,AQM Budhanilkantha,26,19.3,07/29/17 09:41 AM
316,AQM Budhanilkantha,38,27.75,07/29/17 09:31 AM
317,AQM Budhanilkantha,44,31.97,07/29/17 09:21 AM
318,AQM Budhanilkantha,54,39.01,07/29/17 09:11 AM
319,AQM Budhanilkantha,40,29.15,07/29/17 09:01 AM
320,AQM Budhanilkantha,45,32.68,07/29/17 08:51 AM
321,AQM Budhanilkantha,21,15.78,07/29/17 08:41 AM
322,AQM Budhanilkantha,34,24.93,07/29/17 08:31 AM
323,AQM Budhanilkantha,30,22.11,07/29/17 08:16 AM
324,AQM Budhanilkantha,25,18.59,07/29/17 08:11 AM
325,AQM Budhanilkantha,29,21.41,07/29/17 08:01 AM
326,AQM Budhanilkantha,29,21.41,07/29/17 07:51 AM
327,AQM Budhanilkantha,22,16.48,07/29/17 07:41 AM
328,AQM Budhanilkantha,28,20.7,07/29/17 07:31 AM
329,AQM Budhanilkantha,34,24.93,07/29/17 07:21 AM
330,AQM Budhanilkantha,24,17.89,07/29/17 07:11 AM
331,AQM Budhanilkantha,24,17.89,07/29/17 07:01 AM
332,AQM Budhanilkantha,26,19.3,07/29/17 06:51 AM
333,AQM Budhanilkantha,20,15.07,07/29/17 06:41 AM
334,AQM Budhanilkantha,29,21.41,07/29/17 06:31 AM
335,AQM Budhanilkantha,28,20.7,07/29/17 06:21 AM
336,AQM Budhanilkantha,25,18.59,07/29/17 06:11 AM
337,AQM Budhanilkantha,18,13.66,07/29/17 06:01 AM
338,AQM Budhanilkantha,20,15.07,07/29/17 05:41 AM
339,AQM Budhanilkantha,22,16.48,07/29/17 05:31 AM
340,AQM Budhanilkantha,22,16.48,07/29/17 05:21 AM
341,AQM Budhanilkantha,20,15.07,07/29/17 05:11 AM
342,AQM Budhanilkantha,16,12.25,07/29/17 05:01 AM
343,AQM Budhanilkantha,14,10.85,07/29/17 04:51 AM
344,AQM Budhanilkantha,9,7.32,07/29/17 04:41 AM
345,AQM Budhanilkantha,20,15.07,07/29/17 04:31 AM
346,AQM Budhanilkantha,26,19.3,07/29/17 04:21 AM
347,AQM Budhanilkantha,10,8.03,07/29/17 04:11 AM
348,AQM Budhanilkantha,10,8.03,07/29/17 04:01 AM
349,AQM Budhanilkantha,12,9.44,07/29/17 03:51 AM
350,AQM Budhanilkantha,9,7.32,07/29/17 03:41 AM
351,AQM Budhanilkantha,8,6.62,07/29/17 03:31 AM
352,AQM Budhanilkantha,11,8.73,07/29/17 03:21 AM
353,AQM Budhanilkantha,14,10.85,07/29/17 03:11 AM
354,AQM Budhanilkantha,10,8.03,07/29/17 03:01 AM
355,AQM Budhanilkantha,13,10.14,07/29/17 02:51 AM
356,AQM Budhanilkantha,13,10.14,07/29/17 02:41 AM
357,AQM Budhanilkantha,13,10.14,07/29/17 02:31 AM
358,AQM Budhanilkantha,12,9.44,07/29/17 02:21 AM
359,AQM Budhanilkantha,13,10.14,07/29/17 02:11 AM
360,AQM Budhanilkantha,14,10.85,07/29/17 02:01 AM
361,AQM Budhanilkantha,11,8.73,07/29/17 01:51 AM
362,AQM Budhanilkantha,16,12.25,07/29/17 01:41 AM
363,AQM Budhanilkantha,9,7.32,07/29/17 01:31 AM
364,AQM Budhanilkantha,13,10.14,07/29/17 01:21 AM
365,AQM Budhanilkantha,9,7.32,07/29/17 01:11 AM
366,AQM Budhanilkantha,13,10.14,07/29/17 01:01 AM
367,AQM Budhanilkantha,14,10.85,07/29/17 12:51 AM
368,AQM Budhanilkantha,19,14.37,07/29/17 12:41 AM
369,AQM Budhanilkantha,16,12.25,07/29/17 12:31 AM
370,AQM Budhanilkantha,20,15.07,07/29/17 12:21 AM
371,AQM Budhanilkantha,19,14.37,07/29/17 12:11 AM
372,AQM Budhanilkantha,21,15.78,07/29/17 12:01 AM
373,AQM Budhanilkantha,27,20,07/28/17 11:51 PM
374,AQM Budhanilkantha,19,14.37,07/28/17 11:41 PM
375,AQM Budhanilkantha,15,11.55,07/28/17 11:31 PM
376,AQM Budhanilkantha,14,10.85,07/28/17 11:21 PM
377,AQM Budhanilkantha,20,15.07,07/28/17 11:11 PM
378,AQM Budhanilkantha,17,12.96,07/28/17 11:01 PM
379,AQM Budhanilkantha,17,12.96,07/28/17 10:51 PM
380,AQM Budhanilkantha,20,15.07,07/28/17 10:41 PM
381,AQM Budhanilkantha,19,14.37,07/28/17 10:31 PM
382,AQM Budhanilkantha,15,11.55,07/28/17 10:21 PM
383,AQM Budhanilkantha,20,15.07,07/28/17 10:11 PM
384,AQM Budhanilkantha,12,9.44,07/28/17 10:01 PM
385,AQM Budhanilkantha,12,9.44,07/28/17 09:51 PM
386,AQM Budhanilkantha,16,12.25,07/28/17 09:41 PM
387,AQM Budhanilkantha,16,12.25,07/28/17 09:31 PM
388,AQM Budhanilkantha,12,9.44,07/28/17 09:21 PM
389,AQM Budhanilkantha,13,10.14,07/28/17 09:11 PM
390,AQM Budhanilkantha,15,11.55,07/28/17 09:01 PM
391,AQM Budhanilkantha,15,11.55,07/28/17 08:51 PM
392,AQM Budhanilkantha,14,10.85,07/28/17 08:41 PM
393,AQM Budhanilkantha,15,11.55,07/28/17 08:31 PM
394,AQM Budhanilkantha,16,12.25,07/28/17 08:21 PM
395,AQM Budhanilkantha,19,14.37,07/28/17 08:11 PM
396,AQM Budhanilkantha,19,14.37,07/28/17 08:01 PM
397,AQM Budhanilkantha,31,22.82,07/28/17 07:51 PM
398,AQM Budhanilkantha,26,19.3,07/28/17 07:41 PM
399,AQM Budhanilkantha,25,18.59,07/28/17 07:34 PM
400,AQM Budhanilkantha,20,15.07,07/28/17 07:21 PM
401,AQM Budhanilkantha,21,15.78,07/28/17 07:11 PM
402,AQM Budhanilkantha,20,15.07,07/28/17 07:01 PM
403,AQM Budhanilkantha,16,12.25,07/28/17 06:51 PM
404,AQM Budhanilkantha,20,15.07,07/28/17 06:41 PM
405,AQM Budhanilkantha,16,12.25,07/28/17 06:31 PM
406,AQM Budhanilkantha,20,15.07,07/28/17 06:21 PM
407,AQM Budhanilkantha,20,15.07,07/28/17 06:11 PM
408,AQM Budhanilkantha,16,12.25,07/28/17 06:01 PM
409,AQM Budhanilkantha,14,10.85,07/28/17 05:51 PM
410,AQM Budhanilkantha,16,12.25,07/28/17 05:41 PM
411,AQM Budhanilkantha,9,7.32,07/28/17 05:31 PM
412,AQM Budhanilkantha,11,8.73,07/28/17 05:21 PM
413,AQM Budhanilkantha,10,8.03,07/28/17 05:11 PM
414,AQM Budhanilkantha,13,10.14,07/28/17 05:01 PM
415,AQM Budhanilkantha,11,8.73,07/28/17 04:51 PM
416,AQM Budhanilkantha,11,8.73,07/28/17 04:41 PM
417,AQM Budhanilkantha,9,7.32,07/28/17 04:31 PM
418,AQM Budhanilkantha,17,12.96,07/28/17 04:16 PM
419,AQM Budhanilkantha,19,14.37,07/28/17 04:11 PM
420,AQM Budhanilkantha,20,15.07,07/28/17 04:01 PM
421,AQM Budhanilkantha,18,13.66,07/28/17 03:51 PM
422,AQM Budhanilkantha,17,12.96,07/28/17 03:41 PM
423,AQM Budhanilkantha,17,12.96,07/28/17 03:31 PM
