S.N,Device,PM 2.5,Calibrated PM 2.5,Date Time
15328,AQM Putalisadak,61,42.27,11/12/17 04:04 AM
15329,AQM Putalisadak,48,33.55,11/12/17 03:54 AM
15330,AQM Putalisadak,46,32.21,11/12/17 03:44 AM
15331,AQM Putalisadak,42,29.53,11/12/17 03:34 AM
15332,AQM Putalisadak,46,32.21,11/12/17 03:24 AM
15333,AQM Putalisadak,49,34.22,11/12/17 03:14 AM
15334,AQM Putalisadak,42,29.53,11/12/17 03:04 AM
15335,AQM Putalisadak,46,32.21,11/12/17 02:54 AM
15336,AQM Putalisadak,53,36.91,11/12/17 02:44 AM
15337,AQM Putalisadak,51,35.56,11/12/17 02:34 AM
15338,AQM Putalisadak,44,30.87,11/12/17 02:24 AM
15339,AQM Putalisadak,39,27.52,11/12/17 02:14 AM
15340,AQM Putalisadak,38,26.85,11/12/17 02:04 AM
15341,AQM Putalisadak,37,26.17,11/12/17 01:54 AM
15342,AQM Putalisadak,34,24.16,11/12/17 01:44 AM
15343,AQM Putalisadak,31,22.15,11/12/17 01:34 AM
15344,AQM Putalisadak,37,26.17,11/12/17 01:24 AM
15345,AQM Putalisadak,27,19.47,11/12/17 01:14 AM
15346,AQM Putalisadak,25,18.13,11/12/17 01:04 AM
15347,AQM Putalisadak,27,19.47,11/12/17 12:54 AM
15348,AQM Putalisadak,34,24.16,11/12/17 12:44 AM
15349,AQM Putalisadak,33,23.49,11/12/17 12:34 AM
15350,AQM Putalisadak,34,24.16,11/12/17 12:24 AM
15351,AQM Putalisadak,33,23.49,11/12/17 12:14 AM
15352,AQM Putalisadak,36,25.5,11/12/17 12:03 AM
15353,AQM Putalisadak,41,28.86,11/11/17 11:54 PM
15354,AQM Putalisadak,45,31.54,11/11/17 11:44 PM
15355,AQM Putalisadak,48,33.55,11/11/17 11:34 PM
15356,AQM Putalisadak,44,30.87,11/11/17 11:24 PM
15357,AQM Putalisadak,39,27.52,11/11/17 11:14 PM
15358,AQM Putalisadak,36,25.5,11/11/17 11:04 PM
15359,AQM Putalisadak,47,32.88,11/11/17 10:44 PM
15360,AQM Putalisadak,58,40.26,11/11/17 10:34 PM
15361,AQM Putalisadak,68,46.97,11/11/17 10:24 PM
15362,AQM Putalisadak,45,31.54,11/11/17 10:14 PM
15363,AQM Putalisadak,39,27.52,11/11/17 10:04 PM
15364,AQM Putalisadak,33,23.49,11/11/17 09:45 PM
15365,AQM Putalisadak,37,26.17,11/11/17 09:34 PM
15366,AQM Putalisadak,54,37.58,11/11/17 09:23 PM
15367,AQM Putalisadak,75,51.66,11/11/17 09:05 PM
15368,AQM Putalisadak,58,40.26,11/11/17 08:54 PM
15369,AQM Putalisadak,33,23.49,11/11/17 08:44 PM
15370,AQM Putalisadak,36,25.5,11/11/17 08:34 PM
15371,AQM Putalisadak,36,25.5,11/11/17 08:24 PM
15372,AQM Putalisadak,38,26.85,11/11/17 08:14 PM
15373,AQM Putalisadak,43,30.2,11/11/17 08:04 PM
15374,AQM Putalisadak,41,28.86,11/11/17 07:54 PM
15375,AQM Putalisadak,41,28.86,11/11/17 07:44 PM
15376,AQM Putalisadak,41,28.86,11/11/17 07:34 PM
15377,AQM Putalisadak,37,26.17,11/11/17 07:24 PM
15378,AQM Putalisadak,39,27.52,11/11/17 07:14 PM
15379,AQM Putalisadak,49,34.22,11/11/17 07:04 PM
15380,AQM Putalisadak,73,50.32,11/11/17 06:54 PM
15381,AQM Putalisadak,30,21.48,11/11/17 06:44 PM
15382,AQM Putalisadak,45,31.54,11/11/17 06:34 PM
15383,AQM Putalisadak,35,24.83,11/11/17 06:24 PM
15384,AQM Putalisadak,35,24.83,11/11/17 06:15 PM
15385,AQM Putalisadak,30,21.48,11/11/17 06:05 PM
15386,AQM Putalisadak,25,18.13,11/11/17 05:55 PM
15387,AQM Putalisadak,25,18.13,11/11/17 05:45 PM
15388,AQM Putalisadak,25,18.13,11/11/17 05:34 PM
15389,AQM Putalisadak,22,16.11,11/11/17 05:25 PM
15390,AQM Putalisadak,22,16.11,11/11/17 05:15 PM
15391,AQM Putalisadak,22,16.11,11/11/17 05:05 PM
15392,AQM Putalisadak,19,14.1,11/11/17 04:55 PM
15393,AQM Putalisadak,22,16.11,11/11/17 04:45 PM
15394,AQM Putalisadak,17,12.76,11/11/17 04:34 PM
15395,AQM Putalisadak,14,10.75,11/11/17 04:25 PM
15396,AQM Putalisadak,19,14.1,11/11/17 04:15 PM
15397,AQM Putalisadak,17,12.76,11/11/17 04:04 PM
15398,AQM Putalisadak,16,12.09,11/11/17 03:55 PM
15399,AQM Putalisadak,14,10.75,11/11/17 03:45 PM
15400,AQM Putalisadak,16,12.09,11/11/17 03:35 PM
15401,AQM Putalisadak,16,12.09,11/11/17 03:25 PM
15402,AQM Putalisadak,13,10.08,11/11/17 03:15 PM
15403,AQM Putalisadak,14,10.75,11/11/17 03:05 PM
15404,AQM Putalisadak,12,9.41,11/11/17 02:55 PM
15405,AQM Putalisadak,12,9.41,11/11/17 02:45 PM
15406,AQM Putalisadak,12,9.41,11/11/17 02:35 PM
15407,AQM Putalisadak,10,8.07,11/11/17 02:25 PM
15408,AQM Putalisadak,12,9.41,11/11/17 02:15 PM
15409,AQM Putalisadak,12,9.41,11/11/17 02:05 PM
15410,AQM Putalisadak,12,9.41,11/11/17 01:55 PM
15411,AQM Putalisadak,10,8.07,11/11/17 01:45 PM
15412,AQM Putalisadak,11,8.74,11/11/17 01:35 PM
15413,AQM Putalisadak,12,9.41,11/11/17 01:25 PM
15414,AQM Putalisadak,12,9.41,11/11/17 01:14 PM
15415,AQM Putalisadak,10,8.07,11/11/17 01:05 PM
15416,AQM Putalisadak,10,8.07,11/11/17 12:54 PM
15417,AQM Putalisadak,13,10.08,11/11/17 12:44 PM
15418,AQM Putalisadak,18,13.43,11/11/17 12:34 PM
15419,AQM Putalisadak,23,16.78,11/11/17 12:24 PM
15420,AQM Putalisadak,25,18.13,11/11/17 12:14 PM
15421,AQM Putalisadak,29,20.81,11/11/17 12:05 PM
15422,AQM Putalisadak,29,20.81,11/11/17 11:54 AM
15423,AQM Putalisadak,32,22.82,11/11/17 11:44 AM
15424,AQM Putalisadak,42,29.53,11/11/17 11:34 AM
15425,AQM Putalisadak,40,28.19,11/11/17 11:25 AM
15426,AQM Putalisadak,23,16.78,11/11/17 11:15 AM
15427,AQM Putalisadak,53,36.91,11/11/17 11:05 AM
15428,AQM Putalisadak,56,38.92,11/11/17 10:55 AM
15429,AQM Putalisadak,100,68.43,11/11/17 10:07 AM
15430,AQM Putalisadak,78,53.67,11/11/17 10:04 AM
15431,AQM Putalisadak,75,51.66,11/11/17 09:54 AM
15432,AQM Putalisadak,80,55.01,11/11/17 09:44 AM
15433,AQM Putalisadak,92,63.06,11/11/17 09:34 AM
15434,AQM Putalisadak,94,64.4,11/11/17 09:24 AM
15435,AQM Putalisadak,94,64.4,11/11/17 09:14 AM
15436,AQM Putalisadak,91,62.39,11/11/17 09:04 AM
15437,AQM Putalisadak,88,60.38,11/11/17 08:54 AM
15438,AQM Putalisadak,152,103.3,11/11/17 08:44 AM
15439,AQM Putalisadak,111,75.81,11/11/17 08:34 AM
15440,AQM Putalisadak,98,67.09,11/11/17 08:24 AM
15441,AQM Putalisadak,96,65.75,11/11/17 08:14 AM
15442,AQM Putalisadak,85,58.37,11/11/17 08:04 AM
15443,AQM Putalisadak,83,57.03,11/11/17 07:54 AM
15444,AQM Putalisadak,88,60.38,11/11/17 07:44 AM
15445,AQM Putalisadak,95,65.07,11/11/17 07:34 AM
15446,AQM Putalisadak,75,51.66,11/11/17 07:24 AM
15447,AQM Putalisadak,237,160.31,11/11/17 07:14 AM
15448,AQM Putalisadak,70,48.31,11/11/17 07:04 AM
15449,AQM Putalisadak,53,36.91,11/11/17 06:54 AM
15450,AQM Putalisadak,67,46.3,11/11/17 06:44 AM
15451,AQM Putalisadak,71,48.98,11/11/17 06:34 AM
15452,AQM Putalisadak,60,41.6,11/11/17 06:24 AM
15453,AQM Putalisadak,52,36.23,11/11/17 06:14 AM
15454,AQM Putalisadak,61,42.27,11/11/17 06:04 AM
15455,AQM Putalisadak,48,33.55,11/11/17 05:54 AM
15456,AQM Putalisadak,45,31.54,11/11/17 05:44 AM
15457,AQM Putalisadak,33,23.49,11/11/17 05:34 AM
15458,AQM Putalisadak,37,26.17,11/11/17 05:24 AM
15459,AQM Putalisadak,37,26.17,11/11/17 05:14 AM
15460,AQM Putalisadak,35,24.83,11/11/17 05:04 AM
15461,AQM Putalisadak,33,23.49,11/11/17 04:54 AM
15462,AQM Putalisadak,28,20.14,11/11/17 04:44 AM
15463,AQM Putalisadak,26,18.8,11/11/17 04:34 AM
15464,AQM Putalisadak,27,19.47,11/11/17 04:24 AM
15465,AQM Putalisadak,28,20.14,11/11/17 04:14 AM
15466,AQM Putalisadak,31,22.15,11/11/17 04:04 AM
15467,AQM Putalisadak,33,23.49,11/11/17 03:54 AM
15468,AQM Putalisadak,28,20.14,11/11/17 03:44 AM
15469,AQM Putalisadak,28,20.14,11/11/17 03:34 AM
15470,AQM Putalisadak,27,19.47,11/11/17 03:24 AM
15471,AQM Putalisadak,26,18.8,11/11/17 03:14 AM
15472,AQM Putalisadak,27,19.47,11/11/17 03:04 AM
15473,AQM Putalisadak,28,20.14,11/11/17 02:54 AM
15474,AQM Putalisadak,31,22.15,11/11/17 02:44 AM
15475,AQM Putalisadak,25,18.13,11/11/17 02:34 AM
15476,AQM Putalisadak,22,16.11,11/11/17 02:24 AM
15477,AQM Putalisadak,24,17.46,11/11/17 02:15 AM
15478,AQM Putalisadak,28,20.14,11/11/17 02:05 AM
15479,AQM Putalisadak,28,20.14,11/11/17 01:55 AM
15480,AQM Putalisadak,31,22.15,11/11/17 01:45 AM
15481,AQM Putalisadak,32,22.82,11/11/17 01:35 AM
15482,AQM Putalisadak,28,20.14,11/11/17 01:25 AM
15483,AQM Putalisadak,33,23.49,11/11/17 01:14 AM
15484,AQM Putalisadak,21,15.44,11/11/17 01:05 AM
15485,AQM Putalisadak,19,14.1,11/11/17 12:55 AM
15486,AQM Putalisadak,21,15.44,11/11/17 12:45 AM
15487,AQM Putalisadak,17,12.76,11/11/17 12:35 AM
15488,AQM Putalisadak,24,17.46,11/11/17 12:25 AM
15489,AQM Putalisadak,18,13.43,11/11/17 12:15 AM
15490,AQM Putalisadak,16,12.09,11/11/17 12:04 AM
15491,AQM Putalisadak,20,14.77,11/10/17 11:55 PM
15492,AQM Putalisadak,17,12.76,11/10/17 11:45 PM
15493,AQM Putalisadak,21,15.44,11/10/17 11:35 PM
15494,AQM Putalisadak,24,17.46,11/10/17 11:24 PM
15495,AQM Putalisadak,28,20.14,11/10/17 11:15 PM
15496,AQM Putalisadak,36,25.5,11/10/17 11:04 PM
15497,AQM Putalisadak,32,22.82,11/10/17 10:55 PM
15498,AQM Putalisadak,26,18.8,11/10/17 10:44 PM
15499,AQM Putalisadak,32,22.82,11/10/17 10:35 PM
15500,AQM Putalisadak,30,21.48,11/10/17 10:25 PM
15501,AQM Putalisadak,52,36.23,11/10/17 10:14 PM
15502,AQM Putalisadak,46,32.21,11/10/17 10:05 PM
15503,AQM Putalisadak,53,36.91,11/10/17 09:55 PM
15504,AQM Putalisadak,42,29.53,11/10/17 09:45 PM
15505,AQM Putalisadak,38,26.85,11/10/17 09:35 PM
15506,AQM Putalisadak,45,31.54,11/10/17 09:25 PM
15507,AQM Putalisadak,46,32.21,11/10/17 09:14 PM
15508,AQM Putalisadak,52,36.23,11/10/17 09:04 PM
15509,AQM Putalisadak,45,31.54,11/10/17 08:54 PM
15510,AQM Putalisadak,49,34.22,11/10/17 08:44 PM
15511,AQM Putalisadak,40,28.19,11/10/17 08:34 PM
15512,AQM Putalisadak,39,27.52,11/10/17 08:24 PM
15513,AQM Putalisadak,38,26.85,11/10/17 08:15 PM
15514,AQM Putalisadak,31,22.15,11/10/17 08:05 PM
15515,AQM Putalisadak,30,21.48,11/10/17 07:54 PM
15516,AQM Putalisadak,36,25.5,11/10/17 07:44 PM
15517,AQM Putalisadak,33,23.49,11/10/17 07:34 PM
15518,AQM Putalisadak,33,23.49,11/10/17 07:24 PM
15519,AQM Putalisadak,36,25.5,11/10/17 07:14 PM
15520,AQM Putalisadak,35,24.83,11/10/17 07:04 PM
15521,AQM Putalisadak,31,22.15,11/10/17 06:54 PM
15522,AQM Putalisadak,31,22.15,11/10/17 06:44 PM
15523,AQM Putalisadak,35,24.83,11/10/17 06:34 PM
15524,AQM Putalisadak,41,28.86,11/10/17 06:24 PM
15525,AQM Putalisadak,31,22.15,11/10/17 06:14 PM
15526,AQM Putalisadak,65,44.95,11/10/17 06:04 PM
15527,AQM Putalisadak,36,25.5,11/10/17 05:54 PM
15528,AQM Putalisadak,32,22.82,11/10/17 05:44 PM
15529,AQM Putalisadak,26,18.8,11/10/17 05:34 PM
15530,AQM Putalisadak,36,25.5,11/10/17 05:24 PM
15531,AQM Putalisadak,49,34.22,11/10/17 05:14 PM
15532,AQM Putalisadak,74,50.99,11/10/17 05:04 PM
15533,AQM Putalisadak,55,38.25,11/10/17 04:54 PM
15534,AQM Putalisadak,25,18.13,11/10/17 04:44 PM
15535,AQM Putalisadak,30,21.48,11/10/17 04:34 PM
15536,AQM Putalisadak,35,24.83,11/10/17 04:24 PM
15537,AQM Putalisadak,19,14.1,11/10/17 04:14 PM
15538,AQM Putalisadak,17,12.76,11/10/17 04:04 PM
15539,AQM Putalisadak,14,10.75,11/10/17 03:54 PM
15540,AQM Putalisadak,14,10.75,11/10/17 03:44 PM
15541,AQM Putalisadak,14,10.75,11/10/17 03:34 PM
15542,AQM Putalisadak,14,10.75,11/10/17 03:24 PM
15543,AQM Putalisadak,14,10.75,11/10/17 03:14 PM
15544,AQM Putalisadak,13,10.08,11/10/17 03:04 PM
15545,AQM Putalisadak,12,9.41,11/10/17 02:54 PM
15546,AQM Putalisadak,12,9.41,11/10/17 02:44 PM
15547,AQM Putalisadak,14,10.75,11/10/17 02:35 PM
15548,AQM Putalisadak,13,10.08,11/10/17 02:25 PM
15549,AQM Putalisadak,11,8.74,11/10/17 02:15 PM
15550,AQM Putalisadak,12,9.41,11/10/17 02:05 PM
15551,AQM Putalisadak,12,9.41,11/10/17 01:55 PM
15552,AQM Putalisadak,12,9.41,11/10/17 01:45 PM
15553,AQM Putalisadak,12,9.41,11/10/17 01:35 PM
15554,AQM Putalisadak,14,10.75,11/10/17 01:25 PM
15555,AQM Putalisadak,17,12.76,11/10/17 01:15 PM
15556,AQM Putalisadak,21,15.44,11/10/17 01:05 PM
15557,AQM Putalisadak,26,18.8,11/10/17 12:55 PM
15558,AQM Putalisadak,24,17.46,11/10/17 12:45 PM
15559,AQM Putalisadak,26,18.8,11/10/17 12:35 PM
15560,AQM Putalisadak,39,27.52,11/10/17 12:25 PM
15561,AQM Putalisadak,41,28.86,11/10/17 12:15 PM
15562,AQM Putalisadak,32,22.82,11/10/17 12:05 PM
15563,AQM Putalisadak,31,22.15,11/10/17 11:55 AM
15564,AQM Putalisadak,36,25.5,11/10/17 11:45 AM
15565,AQM Putalisadak,27,19.47,11/10/17 11:34 AM
15566,AQM Putalisadak,24,17.46,11/10/17 11:24 AM
15567,AQM Putalisadak,29,20.81,11/10/17 11:14 AM
15568,AQM Putalisadak,37,26.17,11/10/17 11:04 AM
15569,AQM Putalisadak,40,28.19,11/10/17 10:54 AM
15570,AQM Putalisadak,56,38.92,11/10/17 10:44 AM
15571,AQM Putalisadak,67,46.3,11/10/17 10:34 AM
15572,AQM Putalisadak,59,40.93,11/10/17 10:24 AM
15573,AQM Putalisadak,58,40.26,11/10/17 10:14 AM
15574,AQM Putalisadak,66,45.62,11/10/17 10:04 AM
15575,AQM Putalisadak,69,47.64,11/10/17 09:54 AM
15576,AQM Putalisadak,68,46.97,11/10/17 09:44 AM
15577,AQM Putalisadak,67,46.3,11/10/17 09:34 AM
15578,AQM Putalisadak,61,42.27,11/10/17 09:24 AM
15579,AQM Putalisadak,68,46.97,11/10/17 09:14 AM
15580,AQM Putalisadak,94,64.4,11/10/17 09:04 AM
15581,AQM Putalisadak,67,46.3,11/10/17 08:54 AM
15582,AQM Putalisadak,68,46.97,11/10/17 08:44 AM
15583,AQM Putalisadak,79,54.34,11/10/17 08:34 AM
15584,AQM Putalisadak,90,61.72,11/10/17 08:24 AM
15585,AQM Putalisadak,98,67.09,11/10/17 08:14 AM
15586,AQM Putalisadak,100,68.43,11/10/17 08:04 AM
15587,AQM Putalisadak,103,70.44,11/10/17 07:54 AM
15588,AQM Putalisadak,104,71.11,11/10/17 07:44 AM
15589,AQM Putalisadak,93,63.73,11/10/17 07:34 AM
15590,AQM Putalisadak,89,61.05,11/10/17 07:24 AM
15591,AQM Putalisadak,80,55.01,11/10/17 07:14 AM
15592,AQM Putalisadak,95,65.07,11/10/17 07:04 AM
15593,AQM Putalisadak,60,41.6,11/10/17 06:54 AM
15594,AQM Putalisadak,52,36.23,11/10/17 06:44 AM
15595,AQM Putalisadak,44,30.87,11/10/17 06:34 AM
15596,AQM Putalisadak,41,28.86,11/10/17 06:24 AM
15597,AQM Putalisadak,33,23.49,11/10/17 06:14 AM
15598,AQM Putalisadak,36,25.5,11/10/17 06:04 AM
15599,AQM Putalisadak,34,24.16,11/10/17 05:54 AM
15600,AQM Putalisadak,31,22.15,11/10/17 05:44 AM
15601,AQM Putalisadak,29,20.81,11/10/17 05:34 AM
15602,AQM Putalisadak,24,17.46,11/10/17 05:24 AM
15603,AQM Putalisadak,26,18.8,11/10/17 05:14 AM
15604,AQM Putalisadak,22,16.11,11/10/17 05:04 AM
15605,AQM Putalisadak,22,16.11,11/10/17 04:54 AM
15606,AQM Putalisadak,20,14.77,11/10/17 04:44 AM
15607,AQM Putalisadak,20,14.77,11/10/17 04:34 AM
15608,AQM Putalisadak,19,14.1,11/10/17 04:24 AM
15609,AQM Putalisadak,18,13.43,11/10/17 04:14 AM
15610,AQM Putalisadak,21,15.44,11/10/17 04:04 AM
15611,AQM Putalisadak,22,16.11,11/10/17 03:54 AM
15612,AQM Putalisadak,22,16.11,11/10/17 03:44 AM
15613,AQM Putalisadak,24,17.46,11/10/17 03:34 AM
15614,AQM Putalisadak,26,18.8,11/10/17 03:24 AM
15615,AQM Putalisadak,20,14.77,11/10/17 03:14 AM
15616,AQM Putalisadak,24,17.46,11/10/17 03:04 AM
15617,AQM Putalisadak,21,15.44,11/10/17 02:54 AM
15618,AQM Putalisadak,22,16.11,11/10/17 02:44 AM
15619,AQM Putalisadak,21,15.44,11/10/17 02:34 AM
15620,AQM Putalisadak,21,15.44,11/10/17 02:24 AM
15621,AQM Putalisadak,25,18.13,11/10/17 02:14 AM
15622,AQM Putalisadak,21,15.44,11/10/17 02:04 AM
15623,AQM Putalisadak,21,15.44,11/10/17 01:54 AM
15624,AQM Putalisadak,23,16.78,11/10/17 01:44 AM
15625,AQM Putalisadak,23,16.78,11/10/17 01:34 AM
15626,AQM Putalisadak,26,18.8,11/10/17 01:24 AM
15627,AQM Putalisadak,31,22.15,11/10/17 01:14 AM
15628,AQM Putalisadak,30,21.48,11/10/17 01:04 AM
15629,AQM Putalisadak,31,22.15,11/10/17 12:54 AM
15630,AQM Putalisadak,32,22.82,11/10/17 12:44 AM
15631,AQM Putalisadak,33,23.49,11/10/17 12:34 AM
15632,AQM Putalisadak,31,22.15,11/10/17 12:24 AM
15633,AQM Putalisadak,30,21.48,11/10/17 12:14 AM
15634,AQM Putalisadak,26,18.8,11/10/17 12:04 AM
15635,AQM Putalisadak,23,16.78,11/09/17 11:54 PM
15636,AQM Putalisadak,23,16.78,11/09/17 11:44 PM
15637,AQM Putalisadak,26,18.8,11/09/17 11:34 PM
15638,AQM Putalisadak,25,18.13,11/09/17 11:24 PM
15639,AQM Putalisadak,29,20.81,11/09/17 11:14 PM
15640,AQM Putalisadak,30,21.48,11/09/17 11:04 PM
15641,AQM Putalisadak,29,20.81,11/09/17 10:44 PM
15642,AQM Putalisadak,27,19.47,11/09/17 10:34 PM
15643,AQM Putalisadak,29,20.81,11/09/17 10:24 PM
15644,AQM Putalisadak,32,22.82,11/09/17 10:14 PM
15645,AQM Putalisadak,18,13.43,11/09/17 10:04 PM
15646,AQM Putalisadak,21,15.44,11/09/17 09:45 PM
15647,AQM Putalisadak,21,15.44,11/09/17 09:34 PM
15648,AQM Putalisadak,30,21.48,11/09/17 09:24 PM
15649,AQM Putalisadak,30,21.48,11/09/17 09:14 PM
15650,AQM Putalisadak,32,22.82,11/09/17 09:04 PM
15651,AQM Putalisadak,40,28.19,11/09/17 08:45 PM
15652,AQM Putalisadak,36,25.5,11/09/17 08:34 PM
15653,AQM Putalisadak,33,23.49,11/09/17 08:24 PM
15654,AQM Putalisadak,28,20.14,11/09/17 08:15 PM
15655,AQM Putalisadak,29,20.81,11/09/17 08:04 PM
15656,AQM Putalisadak,26,18.8,11/09/17 07:45 PM
15657,AQM Putalisadak,32,22.82,11/09/17 07:35 PM
15658,AQM Putalisadak,31,22.15,11/09/17 07:25 PM
15659,AQM Putalisadak,37,26.17,11/09/17 07:15 PM
15660,AQM Putalisadak,36,25.5,11/09/17 07:04 PM
15661,AQM Putalisadak,64,44.28,11/09/17 06:45 PM
15662,AQM Putalisadak,38,26.85,11/09/17 06:35 PM
15663,AQM Putalisadak,37,26.17,11/09/17 06:25 PM
15664,AQM Putalisadak,33,23.49,11/09/17 06:15 PM
15665,AQM Putalisadak,28,20.14,11/09/17 06:05 PM
15666,AQM Putalisadak,30,21.48,11/09/17 05:45 PM
15667,AQM Putalisadak,25,18.13,11/09/17 05:34 PM
15668,AQM Putalisadak,25,18.13,11/09/17 05:25 PM
15669,AQM Putalisadak,20,14.77,11/09/17 05:15 PM
15670,AQM Putalisadak,20,14.77,11/09/17 05:05 PM
15671,AQM Putalisadak,26,18.8,11/09/17 04:55 PM
15672,AQM Putalisadak,19,14.1,11/09/17 04:45 PM
15673,AQM Putalisadak,16,12.09,11/09/17 04:35 PM
15674,AQM Putalisadak,16,12.09,11/09/17 04:25 PM
15675,AQM Putalisadak,13,10.08,11/09/17 04:14 PM
15676,AQM Putalisadak,12,9.41,11/09/17 04:05 PM
15677,AQM Putalisadak,17,12.76,11/09/17 03:55 PM
15678,AQM Putalisadak,14,10.75,11/09/17 03:45 PM
15679,AQM Putalisadak,17,12.76,11/09/17 03:22 PM
15680,AQM Putalisadak,14,10.75,11/09/17 03:14 PM
15681,AQM Putalisadak,14,10.75,11/09/17 03:05 PM
15682,AQM Putalisadak,14,10.75,11/09/17 02:55 PM
15683,AQM Putalisadak,16,12.09,11/09/17 02:45 PM
15684,AQM Putalisadak,18,13.43,11/09/17 02:35 PM
15685,AQM Putalisadak,21,15.44,11/09/17 02:25 PM
15686,AQM Putalisadak,21,15.44,11/09/17 02:15 PM
15687,AQM Putalisadak,21,15.44,11/09/17 02:05 PM
15688,AQM Putalisadak,17,12.76,11/09/17 01:55 PM
15689,AQM Putalisadak,17,12.76,11/09/17 01:44 PM
15690,AQM Putalisadak,20,14.77,11/09/17 01:34 PM
15691,AQM Putalisadak,16,12.09,11/09/17 01:24 PM
15692,AQM Putalisadak,16,12.09,11/09/17 01:14 PM
15693,AQM Putalisadak,14,10.75,11/09/17 01:04 PM
15694,AQM Putalisadak,14,10.75,11/09/17 12:54 PM
15695,AQM Putalisadak,18,13.43,11/09/17 12:44 PM
15696,AQM Putalisadak,14,10.75,11/09/17 12:34 PM
15697,AQM Putalisadak,18,13.43,11/09/17 12:24 PM
15698,AQM Putalisadak,17,12.76,11/09/17 12:14 PM
15699,AQM Putalisadak,20,14.77,11/09/17 12:04 PM
15700,AQM Putalisadak,17,12.76,11/09/17 11:54 AM
15701,AQM Putalisadak,20,14.77,11/09/17 11:44 AM
15702,AQM Putalisadak,22,16.11,11/09/17 11:34 AM
15703,AQM Putalisadak,25,18.13,11/09/17 11:24 AM
15704,AQM Putalisadak,26,18.8,11/09/17 11:14 AM
15705,AQM Putalisadak,25,18.13,11/09/17 11:04 AM
15706,AQM Putalisadak,43,30.2,11/09/17 10:54 AM
15707,AQM Putalisadak,44,30.87,11/09/17 10:44 AM
15708,AQM Putalisadak,56,38.92,11/09/17 10:34 AM
15709,AQM Putalisadak,45,31.54,11/09/17 10:24 AM
15710,AQM Putalisadak,65,44.95,11/09/17 10:14 AM
15711,AQM Putalisadak,68,46.97,11/09/17 10:04 AM
15712,AQM Putalisadak,79,54.34,11/09/17 09:54 AM
15713,AQM Putalisadak,73,50.32,11/09/17 09:44 AM
15714,AQM Putalisadak,83,57.03,11/09/17 09:34 AM
15715,AQM Putalisadak,105,71.78,11/09/17 09:24 AM
15716,AQM Putalisadak,115,78.49,11/09/17 09:14 AM
15717,AQM Putalisadak,117,79.83,11/09/17 09:04 AM
15718,AQM Putalisadak,112,76.48,11/09/17 08:54 AM
15719,AQM Putalisadak,109,74.46,11/09/17 08:34 AM
15720,AQM Putalisadak,74,50.99,11/09/17 08:24 AM
15721,AQM Putalisadak,83,57.03,11/09/17 08:14 AM
15722,AQM Putalisadak,94,64.4,11/09/17 08:04 AM
15723,AQM Putalisadak,99,67.76,11/09/17 07:54 AM
15724,AQM Putalisadak,96,65.75,11/09/17 07:44 AM
15725,AQM Putalisadak,82,56.36,11/09/17 07:34 AM
15726,AQM Putalisadak,75,51.66,11/09/17 07:24 AM
15727,AQM Putalisadak,77,53,11/09/17 07:14 AM
15728,AQM Putalisadak,95,65.07,11/09/17 07:04 AM
15729,AQM Putalisadak,82,56.36,11/09/17 06:54 AM
15730,AQM Putalisadak,66,45.62,11/09/17 06:44 AM
15731,AQM Putalisadak,64,44.28,11/09/17 06:34 AM
15732,AQM Putalisadak,59,40.93,11/09/17 06:24 AM
15733,AQM Putalisadak,51,35.56,11/09/17 06:15 AM
15734,AQM Putalisadak,40,28.19,11/09/17 06:05 AM
15735,AQM Putalisadak,34,24.16,11/09/17 05:55 AM
15736,AQM Putalisadak,41,28.86,11/09/17 05:45 AM
15737,AQM Putalisadak,46,32.21,11/09/17 05:35 AM
15738,AQM Putalisadak,30,21.48,11/09/17 05:25 AM
15739,AQM Putalisadak,35,24.83,11/09/17 05:15 AM
15740,AQM Putalisadak,33,23.49,11/09/17 05:05 AM
15741,AQM Putalisadak,28,20.14,11/09/17 04:55 AM
15742,AQM Putalisadak,32,22.82,11/09/17 04:45 AM
15743,AQM Putalisadak,33,23.49,11/09/17 04:35 AM
15744,AQM Putalisadak,34,24.16,11/09/17 04:25 AM
15745,AQM Putalisadak,33,23.49,11/09/17 04:15 AM
15746,AQM Putalisadak,38,26.85,11/09/17 04:05 AM
15747,AQM Putalisadak,40,28.19,11/09/17 03:55 AM
15748,AQM Putalisadak,33,23.49,11/09/17 03:45 AM
15749,AQM Putalisadak,28,20.14,11/09/17 03:35 AM
15750,AQM Putalisadak,28,20.14,11/09/17 03:25 AM
15751,AQM Putalisadak,30,21.48,11/09/17 03:15 AM
15752,AQM Putalisadak,39,27.52,11/09/17 03:04 AM
15753,AQM Putalisadak,38,26.85,11/09/17 02:55 AM
15754,AQM Putalisadak,39,27.52,11/09/17 02:45 AM
15755,AQM Putalisadak,35,24.83,11/09/17 02:35 AM
15756,AQM Putalisadak,31,22.15,11/09/17 02:25 AM
15757,AQM Putalisadak,35,24.83,11/09/17 02:15 AM
15758,AQM Putalisadak,38,26.85,11/09/17 02:05 AM
15759,AQM Putalisadak,40,28.19,11/09/17 01:54 AM
15760,AQM Putalisadak,34,24.16,11/09/17 01:45 AM
15761,AQM Putalisadak,38,26.85,11/09/17 01:35 AM
15762,AQM Putalisadak,34,24.16,11/09/17 01:24 AM
15763,AQM Putalisadak,37,26.17,11/09/17 01:15 AM
