S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
1057,AQM Putalisadak,147,99.95,2018-11-23 10:53:52 ( Asia/Katmandu)
1058,AQM Putalisadak,133,90.56,2018-11-23 10:44:24 ( Asia/Katmandu)
1059,AQM Putalisadak,164,111.35,2018-11-23 10:24:54 ( Asia/Katmandu)
1060,AQM Putalisadak,172,116.72,2018-11-23 10:15:19 ( Asia/Katmandu)
1061,AQM Putalisadak,192,130.13,2018-11-23 10:05:17 ( Asia/Katmandu)
1062,AQM Putalisadak,191,129.46,2018-11-23 09:55:19 ( Asia/Katmandu)
1063,AQM Putalisadak,192,130.13,2018-11-23 09:45:16 ( Asia/Katmandu)
1064,AQM Putalisadak,191,129.46,2018-11-23 09:35:16 ( Asia/Katmandu)
1065,AQM Putalisadak,180,122.08,2018-11-23 09:24:16 ( Asia/Katmandu)
1066,AQM Putalisadak,177,120.07,2018-11-23 09:13:32 ( Asia/Katmandu)
1067,AQM Putalisadak,177,120.07,2018-11-23 09:05:37 ( Asia/Katmandu)
1068,AQM Putalisadak,181,122.75,2018-11-23 08:52:57 ( Asia/Katmandu)
1069,AQM Putalisadak,236,159.64,2018-11-23 08:45:27 ( Asia/Katmandu)
1070,AQM Putalisadak,225,152.26,2018-11-23 08:35:05 ( Asia/Katmandu)
1071,AQM Putalisadak,206,139.52,2018-11-23 08:25:26 ( Asia/Katmandu)
1072,AQM Putalisadak,210,142.2,2018-11-23 08:14:58 ( Asia/Katmandu)
1073,AQM Putalisadak,181,122.75,2018-11-23 08:05:25 ( Asia/Katmandu)
1074,AQM Putalisadak,160,108.67,2018-11-23 07:54:55 ( Asia/Katmandu)
1075,AQM Putalisadak,155,105.32,2018-11-23 07:44:54 ( Asia/Katmandu)
1076,AQM Putalisadak,151,102.63,2018-11-23 07:34:54 ( Asia/Katmandu)
1077,AQM Putalisadak,116,79.16,2018-11-23 07:25:24 ( Asia/Katmandu)
1078,AQM Putalisadak,127,86.54,2018-11-23 07:14:55 ( Asia/Katmandu)
1079,AQM Putalisadak,139,94.58,2018-11-23 07:04:55 ( Asia/Katmandu)
1080,AQM Putalisadak,124,84.52,2018-11-23 06:55:23 ( Asia/Katmandu)
1081,AQM Putalisadak,142,96.6,2018-11-23 06:44:52 ( Asia/Katmandu)
1082,AQM Putalisadak,139,94.58,2018-11-23 06:35:22 ( Asia/Katmandu)
1083,AQM Putalisadak,139,94.58,2018-11-23 06:25:22 ( Asia/Katmandu)
1084,AQM Putalisadak,128,87.21,2018-11-23 06:14:51 ( Asia/Katmandu)
1085,AQM Putalisadak,135,91.9,2018-11-23 05:55:21 ( Asia/Katmandu)
1086,AQM Putalisadak,125,85.2,2018-11-23 05:45:20 ( Asia/Katmandu)
1087,AQM Putalisadak,135,91.9,2018-11-23 05:35:20 ( Asia/Katmandu)
1088,AQM Putalisadak,128,87.21,2018-11-23 05:25:20 ( Asia/Katmandu)
1089,AQM Putalisadak,127,86.54,2018-11-23 05:14:49 ( Asia/Katmandu)
1090,AQM Putalisadak,120,81.84,2018-11-23 05:05:19 ( Asia/Katmandu)
1091,AQM Putalisadak,110,75.13,2018-11-23 04:56:18 ( Asia/Katmandu)
1092,AQM Putalisadak,112,76.48,2018-11-23 04:45:18 ( Asia/Katmandu)
1093,AQM Putalisadak,122,83.18,2018-11-23 04:35:18 ( Asia/Katmandu)
1094,AQM Putalisadak,127,86.54,2018-11-23 04:24:48 ( Asia/Katmandu)
1095,AQM Putalisadak,141,95.93,2018-11-23 04:15:17 ( Asia/Katmandu)
1096,AQM Putalisadak,137,93.24,2018-11-23 04:02:56 ( Asia/Katmandu)
1097,AQM Putalisadak,121,82.51,2018-11-23 03:55:25 ( Asia/Katmandu)
1098,AQM Putalisadak,128,87.21,2018-11-23 03:44:54 ( Asia/Katmandu)
1099,AQM Putalisadak,135,91.9,2018-11-23 03:34:54 ( Asia/Katmandu)
1100,AQM Putalisadak,147,99.95,2018-11-23 03:25:07 ( Asia/Katmandu)
1101,AQM Putalisadak,170,115.38,2018-11-23 03:15:23 ( Asia/Katmandu)
1102,AQM Putalisadak,193,130.8,2018-11-23 03:04:53 ( Asia/Katmandu)
1103,AQM Putalisadak,180,122.08,2018-11-23 02:54:53 ( Asia/Katmandu)
1104,AQM Putalisadak,133,90.56,2018-11-23 02:44:52 ( Asia/Katmandu)
1105,AQM Putalisadak,119,81.17,2018-11-23 02:34:37 ( Asia/Katmandu)
1106,AQM Putalisadak,113,77.15,2018-11-23 02:24:07 ( Asia/Katmandu)
1107,AQM Putalisadak,115,78.49,2018-11-23 02:15:07 ( Asia/Katmandu)
1108,AQM Putalisadak,108,73.79,2018-11-23 02:06:07 ( Asia/Katmandu)
1109,AQM Putalisadak,100,68.43,2018-11-23 01:54:07 ( Asia/Katmandu)
1110,AQM Putalisadak,102,69.77,2018-11-23 01:45:08 ( Asia/Katmandu)
1111,AQM Putalisadak,101,69.1,2018-11-23 01:34:36 ( Asia/Katmandu)
1112,AQM Putalisadak,103,70.44,2018-11-23 01:25:04 ( Asia/Katmandu)
1113,AQM Putalisadak,106,72.45,2018-11-23 01:15:04 ( Asia/Katmandu)
1114,AQM Putalisadak,121,82.51,2018-11-23 01:05:34 ( Asia/Katmandu)
1115,AQM Putalisadak,112,76.48,2018-11-23 00:55:33 ( Asia/Katmandu)
1116,AQM Putalisadak,107,73.12,2018-11-23 00:45:03 ( Asia/Katmandu)
1117,AQM Putalisadak,107,73.12,2018-11-23 00:34:06 ( Asia/Katmandu)
1118,AQM Putalisadak,99,67.76,2018-11-23 00:25:06 ( Asia/Katmandu)
1119,AQM Putalisadak,96,65.75,2018-11-23 00:14:47 ( Asia/Katmandu)
1120,AQM Putalisadak,93,63.73,2018-11-23 00:04:10 ( Asia/Katmandu)
1121,AQM Putalisadak,89,61.05,2018-11-22 23:55:10 ( Asia/Katmandu)
1122,AQM Putalisadak,96,65.75,2018-11-22 23:44:32 ( Asia/Katmandu)
1123,AQM Putalisadak,98,67.09,2018-11-22 23:35:32 ( Asia/Katmandu)
1124,AQM Putalisadak,97,66.42,2018-11-22 23:25:01 ( Asia/Katmandu)
1125,AQM Putalisadak,98,67.09,2018-11-22 23:15:07 ( Asia/Katmandu)
1126,AQM Putalisadak,97,66.42,2018-11-22 23:05:00 ( Asia/Katmandu)
1127,AQM Putalisadak,102,69.77,2018-11-22 22:55:00 ( Asia/Katmandu)
1128,AQM Putalisadak,107,73.12,2018-11-22 22:45:00 ( Asia/Katmandu)
1129,AQM Putalisadak,108,73.79,2018-11-22 22:35:00 ( Asia/Katmandu)
1130,AQM Putalisadak,118,80.5,2018-11-22 22:23:57 ( Asia/Katmandu)
1131,AQM Putalisadak,137,93.24,2018-11-22 22:14:46 ( Asia/Katmandu)
1132,AQM Putalisadak,116,79.16,2018-11-22 22:04:45 ( Asia/Katmandu)
1133,AQM Putalisadak,124,84.52,2018-11-22 21:55:14 ( Asia/Katmandu)
1134,AQM Putalisadak,108,73.79,2018-11-22 21:44:09 ( Asia/Katmandu)
1135,AQM Putalisadak,113,77.15,2018-11-22 21:34:56 ( Asia/Katmandu)
1136,AQM Putalisadak,120,81.84,2018-11-22 21:24:55 ( Asia/Katmandu)
1137,AQM Putalisadak,118,80.5,2018-11-22 21:15:02 ( Asia/Katmandu)
1138,AQM Putalisadak,118,80.5,2018-11-22 21:04:38 ( Asia/Katmandu)
1139,AQM Putalisadak,115,78.49,2018-11-22 20:55:03 ( Asia/Katmandu)
1140,AQM Putalisadak,104,71.11,2018-11-22 20:44:29 ( Asia/Katmandu)
1141,AQM Putalisadak,113,77.15,2018-11-22 20:34:25 ( Asia/Katmandu)
1142,AQM Putalisadak,109,74.46,2018-11-22 20:24:37 ( Asia/Katmandu)
1143,AQM Putalisadak,118,80.5,2018-11-22 20:15:01 ( Asia/Katmandu)
1144,AQM Putalisadak,114,77.82,2018-11-22 20:04:11 ( Asia/Katmandu)
1145,AQM Putalisadak,108,73.79,2018-11-22 19:53:34 ( Asia/Katmandu)
1146,AQM Putalisadak,118,80.5,2018-11-22 19:42:25 ( Asia/Katmandu)
1147,AQM Putalisadak,106,72.45,2018-11-22 19:33:41 ( Asia/Katmandu)
1148,AQM Putalisadak,121,82.51,2018-11-22 19:25:05 ( Asia/Katmandu)
1149,AQM Putalisadak,122,83.18,2018-11-22 19:15:12 ( Asia/Katmandu)
1150,AQM Putalisadak,123,83.85,2018-11-22 19:05:36 ( Asia/Katmandu)
1151,AQM Putalisadak,142,96.6,2018-11-22 18:53:26 ( Asia/Katmandu)
1152,AQM Putalisadak,129,87.88,2018-11-22 18:44:34 ( Asia/Katmandu)
1153,AQM Putalisadak,118,80.5,2018-11-22 18:35:23 ( Asia/Katmandu)
1154,AQM Putalisadak,131,89.22,2018-11-22 18:25:37 ( Asia/Katmandu)
1155,AQM Putalisadak,120,81.84,2018-11-22 18:14:42 ( Asia/Katmandu)
1156,AQM Putalisadak,129,87.88,2018-11-22 18:05:24 ( Asia/Katmandu)
1157,AQM Putalisadak,122,83.18,2018-11-22 17:54:58 ( Asia/Katmandu)
1158,AQM Putalisadak,110,75.13,2018-11-22 17:45:27 ( Asia/Katmandu)
1159,AQM Putalisadak,104,71.11,2018-11-22 17:25:10 ( Asia/Katmandu)
1160,AQM Putalisadak,101,69.1,2018-11-22 17:14:34 ( Asia/Katmandu)
1161,AQM Putalisadak,107,73.12,2018-11-22 17:04:09 ( Asia/Katmandu)
1162,AQM Putalisadak,106,72.45,2018-11-22 16:54:45 ( Asia/Katmandu)
1163,AQM Putalisadak,105,71.78,2018-11-22 16:44:52 ( Asia/Katmandu)
1164,AQM Putalisadak,95,65.07,2018-11-22 16:34:51 ( Asia/Katmandu)
1165,AQM Putalisadak,100,68.43,2018-11-22 16:25:21 ( Asia/Katmandu)
1166,AQM Putalisadak,105,71.78,2018-11-22 16:15:21 ( Asia/Katmandu)
1167,AQM Putalisadak,104,71.11,2018-11-22 16:05:02 ( Asia/Katmandu)
1168,AQM Putalisadak,87,59.71,2018-11-22 15:55:12 ( Asia/Katmandu)
1169,AQM Putalisadak,97,66.42,2018-11-22 15:45:09 ( Asia/Katmandu)
1170,AQM Putalisadak,96,65.75,2018-11-22 15:34:40 ( Asia/Katmandu)
1171,AQM Putalisadak,96,65.75,2018-11-22 15:14:42 ( Asia/Katmandu)
1172,AQM Putalisadak,45,31.54,2018-11-22 15:04:39 ( Asia/Katmandu)
1173,AQM Putalisadak,49,34.22,2018-11-22 14:55:10 ( Asia/Katmandu)
1174,AQM Putalisadak,44,30.87,2018-11-22 14:44:38 ( Asia/Katmandu)
1175,AQM Putalisadak,47,32.88,2018-11-22 14:34:07 ( Asia/Katmandu)
1176,AQM Putalisadak,49,34.22,2018-11-22 14:25:06 ( Asia/Katmandu)
1177,AQM Putalisadak,47,32.88,2018-11-22 14:15:13 ( Asia/Katmandu)
1178,AQM Putalisadak,51,35.56,2018-11-22 14:04:44 ( Asia/Katmandu)
1179,AQM Putalisadak,74,50.99,2018-11-22 13:52:05 ( Asia/Katmandu)
1180,AQM Putalisadak,62,42.94,2018-11-22 13:44:34 ( Asia/Katmandu)
1181,AQM Putalisadak,66,45.62,2018-11-22 13:33:12 ( Asia/Katmandu)
1182,AQM Putalisadak,67,46.3,2018-11-22 13:24:14 ( Asia/Katmandu)
1183,AQM Putalisadak,73,50.32,2018-11-22 13:15:21 ( Asia/Katmandu)
1184,AQM Putalisadak,72,49.65,2018-11-22 13:04:19 ( Asia/Katmandu)
1185,AQM Putalisadak,84,57.7,2018-11-22 12:52:40 ( Asia/Katmandu)
1186,AQM Putalisadak,86,59.04,2018-11-22 12:45:22 ( Asia/Katmandu)
1187,AQM Putalisadak,85,58.37,2018-11-22 12:33:34 ( Asia/Katmandu)
1188,AQM Putalisadak,84,57.7,2018-11-22 12:24:09 ( Asia/Katmandu)
1189,AQM Putalisadak,96,65.75,2018-11-22 12:13:23 ( Asia/Katmandu)
1190,AQM Putalisadak,88,60.38,2018-11-22 12:04:49 ( Asia/Katmandu)
1191,AQM Putalisadak,85,58.37,2018-11-22 11:53:29 ( Asia/Katmandu)
1192,AQM Putalisadak,96,65.75,2018-11-22 11:44:40 ( Asia/Katmandu)
1193,AQM Putalisadak,85,58.37,2018-11-22 11:34:53 ( Asia/Katmandu)
1194,AQM Putalisadak,127,86.54,2018-11-22 11:24:53 ( Asia/Katmandu)
1195,AQM Putalisadak,134,91.23,2018-11-22 11:09:31 ( Asia/Katmandu)
1196,AQM Putalisadak,183,124.1,2018-11-22 11:05:12 ( Asia/Katmandu)
1197,AQM Putalisadak,201,136.17,2018-11-22 10:52:44 ( Asia/Katmandu)
1198,AQM Putalisadak,195,132.14,2018-11-22 10:40:18 ( Asia/Katmandu)
1199,AQM Putalisadak,196,132.81,2018-11-22 10:34:14 ( Asia/Katmandu)
1200,AQM Putalisadak,212,143.55,2018-11-22 10:24:46 ( Asia/Katmandu)
1201,AQM Putalisadak,229,154.95,2018-11-22 10:15:14 ( Asia/Katmandu)
1202,AQM Putalisadak,210,142.2,2018-11-22 10:04:42 ( Asia/Katmandu)
1203,AQM Putalisadak,200,135.5,2018-11-22 09:54:13 ( Asia/Katmandu)
1204,AQM Putalisadak,228,154.28,2018-11-22 09:45:09 ( Asia/Katmandu)
1205,AQM Putalisadak,243,164.34,2018-11-22 09:34:40 ( Asia/Katmandu)
1206,AQM Putalisadak,242,163.67,2018-11-22 09:24:38 ( Asia/Katmandu)
1207,AQM Putalisadak,239,161.65,2018-11-22 09:15:07 ( Asia/Katmandu)
1208,AQM Putalisadak,236,159.64,2018-11-22 09:05:15 ( Asia/Katmandu)
1209,AQM Putalisadak,225,152.26,2018-11-22 08:54:43 ( Asia/Katmandu)
1210,AQM Putalisadak,220,148.91,2018-11-22 08:44:56 ( Asia/Katmandu)
1211,AQM Putalisadak,201,136.17,2018-11-22 08:34:24 ( Asia/Katmandu)
1212,AQM Putalisadak,209,141.53,2018-11-22 08:24:24 ( Asia/Katmandu)
1213,AQM Putalisadak,222,150.25,2018-11-22 08:14:21 ( Asia/Katmandu)
1214,AQM Putalisadak,214,144.89,2018-11-22 08:04:24 ( Asia/Katmandu)
1215,AQM Putalisadak,232,156.96,2018-11-22 07:54:21 ( Asia/Katmandu)
1216,AQM Putalisadak,247,167.02,2018-11-22 07:44:25 ( Asia/Katmandu)
1217,AQM Putalisadak,210,142.2,2018-11-22 07:34:27 ( Asia/Katmandu)
1218,AQM Putalisadak,169,114.71,2018-11-22 07:24:20 ( Asia/Katmandu)
1219,AQM Putalisadak,202,136.84,2018-11-22 07:13:51 ( Asia/Katmandu)
1220,AQM Putalisadak,247,167.02,2018-11-22 07:03:57 ( Asia/Katmandu)
1221,AQM Putalisadak,275,185.8,2018-11-22 06:53:49 ( Asia/Katmandu)
1222,AQM Putalisadak,178,120.74,2018-11-22 06:43:49 ( Asia/Katmandu)
1223,AQM Putalisadak,205,138.85,2018-11-22 06:33:48 ( Asia/Katmandu)
1224,AQM Putalisadak,163,110.68,2018-11-22 06:23:50 ( Asia/Katmandu)
1225,AQM Putalisadak,138,93.91,2018-11-22 06:13:50 ( Asia/Katmandu)
1226,AQM Putalisadak,152,103.3,2018-11-22 06:03:47 ( Asia/Katmandu)
1227,AQM Putalisadak,152,103.3,2018-11-22 05:53:49 ( Asia/Katmandu)
1228,AQM Putalisadak,170,115.38,2018-11-22 05:43:48 ( Asia/Katmandu)
1229,AQM Putalisadak,144,97.94,2018-11-22 05:33:48 ( Asia/Katmandu)
1230,AQM Putalisadak,152,103.3,2018-11-22 05:23:46 ( Asia/Katmandu)
1231,AQM Putalisadak,137,93.24,2018-11-22 05:13:46 ( Asia/Katmandu)
1232,AQM Putalisadak,151,102.63,2018-11-22 05:03:47 ( Asia/Katmandu)
1233,AQM Putalisadak,143,97.27,2018-11-22 04:53:46 ( Asia/Katmandu)
1234,AQM Putalisadak,155,105.32,2018-11-22 04:43:48 ( Asia/Katmandu)
1235,AQM Putalisadak,156,105.99,2018-11-22 04:33:45 ( Asia/Katmandu)
1236,AQM Putalisadak,162,110.01,2018-11-22 04:23:46 ( Asia/Katmandu)
1237,AQM Putalisadak,157,106.66,2018-11-22 04:13:44 ( Asia/Katmandu)
1238,AQM Putalisadak,163,110.68,2018-11-22 04:03:46 ( Asia/Katmandu)
1239,AQM Putalisadak,158,107.33,2018-11-22 03:53:44 ( Asia/Katmandu)
1240,AQM Putalisadak,159,108,2018-11-22 03:43:44 ( Asia/Katmandu)
1241,AQM Putalisadak,167,113.36,2018-11-22 03:33:49 ( Asia/Katmandu)
1242,AQM Putalisadak,160,108.67,2018-11-22 03:23:43 ( Asia/Katmandu)
1243,AQM Putalisadak,163,110.68,2018-11-22 03:14:36 ( Asia/Katmandu)
1244,AQM Putalisadak,161,109.34,2018-11-22 03:04:34 ( Asia/Katmandu)
1245,AQM Putalisadak,147,99.95,2018-11-22 02:54:35 ( Asia/Katmandu)
1246,AQM Putalisadak,152,103.3,2018-11-22 02:44:35 ( Asia/Katmandu)
1247,AQM Putalisadak,150,101.96,2018-11-22 02:34:33 ( Asia/Katmandu)
1248,AQM Putalisadak,148,100.62,2018-11-22 02:24:33 ( Asia/Katmandu)
1249,AQM Putalisadak,162,110.01,2018-11-22 02:14:32 ( Asia/Katmandu)
1250,AQM Putalisadak,167,113.36,2018-11-22 02:04:34 ( Asia/Katmandu)
1251,AQM Putalisadak,157,106.66,2018-11-22 01:54:32 ( Asia/Katmandu)
1252,AQM Putalisadak,154,104.65,2018-11-22 01:44:32 ( Asia/Katmandu)
1253,AQM Putalisadak,177,120.07,2018-11-22 01:34:45 ( Asia/Katmandu)
1254,AQM Putalisadak,165,112.02,2018-11-22 01:14:30 ( Asia/Katmandu)
1255,AQM Putalisadak,171,116.05,2018-11-22 01:04:31 ( Asia/Katmandu)
1256,AQM Putalisadak,175,118.73,2018-11-22 00:54:32 ( Asia/Katmandu)
1257,AQM Putalisadak,193,130.8,2018-11-22 00:44:28 ( Asia/Katmandu)
1258,AQM Putalisadak,189,128.12,2018-11-22 00:34:27 ( Asia/Katmandu)
1259,AQM Putalisadak,170,115.38,2018-11-22 00:23:29 ( Asia/Katmandu)
1260,AQM Putalisadak,172,116.72,2018-11-22 00:13:28 ( Asia/Katmandu)
1261,AQM Putalisadak,192,130.13,2018-11-22 00:04:27 ( Asia/Katmandu)
1262,AQM Putalisadak,182,123.42,2018-11-21 23:53:57 ( Asia/Katmandu)
1263,AQM Putalisadak,177,120.07,2018-11-21 23:45:26 ( Asia/Katmandu)
1264,AQM Putalisadak,180,122.08,2018-11-21 23:34:55 ( Asia/Katmandu)
1265,AQM Putalisadak,191,129.46,2018-11-21 23:25:25 ( Asia/Katmandu)
1266,AQM Putalisadak,177,120.07,2018-11-21 23:14:56 ( Asia/Katmandu)
1267,AQM Putalisadak,180,122.08,2018-11-21 23:04:55 ( Asia/Katmandu)
1268,AQM Putalisadak,187,126.78,2018-11-21 22:54:27 ( Asia/Katmandu)
1269,AQM Putalisadak,181,122.75,2018-11-21 22:44:07 ( Asia/Katmandu)
1270,AQM Putalisadak,187,126.78,2018-11-21 22:34:38 ( Asia/Katmandu)
1271,AQM Putalisadak,223,150.92,2018-11-21 22:24:37 ( Asia/Katmandu)
1272,AQM Putalisadak,210,142.2,2018-11-21 22:15:13 ( Asia/Katmandu)
1273,AQM Putalisadak,202,136.84,2018-11-21 22:05:06 ( Asia/Katmandu)
1274,AQM Putalisadak,223,150.92,2018-11-21 21:55:06 ( Asia/Katmandu)
1275,AQM Putalisadak,192,130.13,2018-11-21 21:44:52 ( Asia/Katmandu)
1276,AQM Putalisadak,166,112.69,2018-11-21 21:35:17 ( Asia/Katmandu)
1277,AQM Putalisadak,180,122.08,2018-11-21 21:23:44 ( Asia/Katmandu)
1278,AQM Putalisadak,171,116.05,2018-11-21 21:15:18 ( Asia/Katmandu)
1279,AQM Putalisadak,184,124.77,2018-11-21 21:04:38 ( Asia/Katmandu)
1280,AQM Putalisadak,184,124.77,2018-11-21 20:52:09 ( Asia/Katmandu)
1281,AQM Putalisadak,185,125.44,2018-11-21 20:44:13 ( Asia/Katmandu)
1282,AQM Putalisadak,187,126.78,2018-11-21 20:33:14 ( Asia/Katmandu)
1283,AQM Putalisadak,193,130.8,2018-11-21 20:25:24 ( Asia/Katmandu)
1284,AQM Putalisadak,198,134.16,2018-11-21 20:13:14 ( Asia/Katmandu)
1285,AQM Putalisadak,197,133.49,2018-11-21 20:05:20 ( Asia/Katmandu)
1286,AQM Putalisadak,211,142.87,2018-11-21 19:55:11 ( Asia/Katmandu)
1287,AQM Putalisadak,162,110.01,2018-11-21 19:43:42 ( Asia/Katmandu)
1288,AQM Putalisadak,169,114.71,2018-11-21 19:20:16 ( Asia/Katmandu)
1289,AQM Putalisadak,166,112.69,2018-11-21 19:15:01 ( Asia/Katmandu)
1290,AQM Putalisadak,175,118.73,2018-11-21 19:04:55 ( Asia/Katmandu)
1291,AQM Putalisadak,188,127.45,2018-11-21 18:35:59 ( Asia/Katmandu)
1292,AQM Putalisadak,185,125.44,2018-11-21 18:34:59 ( Asia/Katmandu)
1293,AQM Putalisadak,195,132.14,2018-11-21 18:25:56 ( Asia/Katmandu)
1294,AQM Putalisadak,195,132.14,2018-11-21 18:09:54 ( Asia/Katmandu)
1295,AQM Putalisadak,187,126.78,2018-11-21 17:59:56 ( Asia/Katmandu)
1296,AQM Putalisadak,184,124.77,2018-11-21 17:55:09 ( Asia/Katmandu)
1297,AQM Putalisadak,189,128.12,2018-11-21 17:44:53 ( Asia/Katmandu)
1298,AQM Putalisadak,185,125.44,2018-11-21 17:34:33 ( Asia/Katmandu)
1299,AQM Putalisadak,185,125.44,2018-11-21 17:25:23 ( Asia/Katmandu)
1300,AQM Putalisadak,174,118.06,2018-11-21 17:15:58 ( Asia/Katmandu)
1301,AQM Putalisadak,181,122.75,2018-11-21 17:04:54 ( Asia/Katmandu)
1302,AQM Putalisadak,159,108,2018-11-21 16:51:03 ( Asia/Katmandu)
1303,AQM Putalisadak,154,104.65,2018-11-21 16:44:10 ( Asia/Katmandu)
1304,AQM Putalisadak,145,98.61,2018-11-21 16:35:05 ( Asia/Katmandu)
1305,AQM Putalisadak,156,105.99,2018-11-21 16:25:08 ( Asia/Katmandu)
1306,AQM Putalisadak,144,97.94,2018-11-21 16:15:03 ( Asia/Katmandu)
1307,AQM Putalisadak,131,89.22,2018-11-21 16:04:33 ( Asia/Katmandu)
1308,AQM Putalisadak,117,79.83,2018-11-21 15:55:30 ( Asia/Katmandu)
1309,AQM Putalisadak,123,83.85,2018-11-21 15:44:01 ( Asia/Katmandu)
1310,AQM Putalisadak,117,79.83,2018-11-21 15:35:03 ( Asia/Katmandu)
1311,AQM Putalisadak,115,78.49,2018-11-21 15:24:30 ( Asia/Katmandu)
1312,AQM Putalisadak,116,79.16,2018-11-21 15:13:41 ( Asia/Katmandu)
1313,AQM Putalisadak,111,75.81,2018-11-21 15:04:35 ( Asia/Katmandu)
1314,AQM Putalisadak,115,78.49,2018-11-21 14:54:48 ( Asia/Katmandu)
1315,AQM Putalisadak,115,78.49,2018-11-21 14:45:07 ( Asia/Katmandu)
1316,AQM Putalisadak,110,75.13,2018-11-21 14:34:28 ( Asia/Katmandu)
1317,AQM Putalisadak,96,65.75,2018-11-21 14:25:28 ( Asia/Katmandu)
1318,AQM Putalisadak,101,69.1,2018-11-21 14:15:03 ( Asia/Katmandu)
1319,AQM Putalisadak,99,67.76,2018-11-21 14:04:57 ( Asia/Katmandu)
1320,AQM Putalisadak,96,65.75,2018-11-21 13:55:04 ( Asia/Katmandu)
1321,AQM Putalisadak,94,64.4,2018-11-21 13:45:02 ( Asia/Katmandu)
1322,AQM Putalisadak,90,61.72,2018-11-21 13:35:03 ( Asia/Katmandu)
1323,AQM Putalisadak,95,65.07,2018-11-21 13:25:15 ( Asia/Katmandu)
1324,AQM Putalisadak,108,73.79,2018-11-21 13:14:31 ( Asia/Katmandu)
1325,AQM Putalisadak,98,67.09,2018-11-21 13:05:00 ( Asia/Katmandu)
1326,AQM Putalisadak,103,70.44,2018-11-21 12:55:00 ( Asia/Katmandu)
1327,AQM Putalisadak,96,65.75,2018-11-21 12:45:00 ( Asia/Katmandu)
1328,AQM Putalisadak,97,66.42,2018-11-21 12:35:05 ( Asia/Katmandu)
1329,AQM Putalisadak,90,61.72,2018-11-21 12:24:59 ( Asia/Katmandu)
1330,AQM Putalisadak,109,74.46,2018-11-21 12:14:59 ( Asia/Katmandu)
1331,AQM Putalisadak,102,69.77,2018-11-21 12:05:06 ( Asia/Katmandu)
1332,AQM Putalisadak,115,78.49,2018-11-21 11:55:21 ( Asia/Katmandu)
1333,AQM Putalisadak,130,88.55,2018-11-21 11:43:53 ( Asia/Katmandu)
1334,AQM Putalisadak,133,90.56,2018-11-21 11:34:11 ( Asia/Katmandu)
1335,AQM Putalisadak,117,79.83,2018-11-21 11:25:02 ( Asia/Katmandu)
1336,AQM Putalisadak,148,100.62,2018-11-21 11:15:00 ( Asia/Katmandu)
1337,AQM Putalisadak,174,118.06,2018-11-21 11:03:23 ( Asia/Katmandu)
1338,AQM Putalisadak,171,116.05,2018-11-21 10:54:01 ( Asia/Katmandu)
1339,AQM Putalisadak,184,124.77,2018-11-21 10:44:29 ( Asia/Katmandu)
1340,AQM Putalisadak,194,131.47,2018-11-21 10:34:21 ( Asia/Katmandu)
1341,AQM Putalisadak,209,141.53,2018-11-21 10:24:20 ( Asia/Katmandu)
1342,AQM Putalisadak,201,136.17,2018-11-21 10:14:51 ( Asia/Katmandu)
1343,AQM Putalisadak,229,154.95,2018-11-21 10:04:50 ( Asia/Katmandu)
1344,AQM Putalisadak,227,153.61,2018-11-21 09:54:19 ( Asia/Katmandu)
1345,AQM Putalisadak,218,147.57,2018-11-21 09:45:19 ( Asia/Katmandu)
1346,AQM Putalisadak,236,159.64,2018-11-21 09:35:18 ( Asia/Katmandu)
1347,AQM Putalisadak,214,144.89,2018-11-21 09:23:48 ( Asia/Katmandu)
1348,AQM Putalisadak,217,146.9,2018-11-21 09:14:18 ( Asia/Katmandu)
1349,AQM Putalisadak,207,140.19,2018-11-21 09:04:18 ( Asia/Katmandu)
1350,AQM Putalisadak,202,136.84,2018-11-21 08:54:18 ( Asia/Katmandu)
1351,AQM Putalisadak,243,164.34,2018-11-21 08:43:47 ( Asia/Katmandu)
1352,AQM Putalisadak,225,152.26,2018-11-21 08:34:46 ( Asia/Katmandu)
1353,AQM Putalisadak,219,148.24,2018-11-21 08:24:46 ( Asia/Katmandu)
1354,AQM Putalisadak,233,157.63,2018-11-21 08:14:46 ( Asia/Katmandu)
1355,AQM Putalisadak,229,154.95,2018-11-21 08:05:18 ( Asia/Katmandu)
1356,AQM Putalisadak,234,158.3,2018-11-21 07:55:18 ( Asia/Katmandu)
1357,AQM Putalisadak,243,164.34,2018-11-21 07:44:45 ( Asia/Katmandu)
1358,AQM Putalisadak,232,156.96,2018-11-21 07:34:45 ( Asia/Katmandu)
1359,AQM Putalisadak,199,134.83,2018-11-21 07:25:19 ( Asia/Katmandu)
1360,AQM Putalisadak,207,140.19,2018-11-21 07:15:17 ( Asia/Katmandu)
1361,AQM Putalisadak,210,142.2,2018-11-21 07:05:16 ( Asia/Katmandu)
1362,AQM Putalisadak,187,126.78,2018-11-21 06:55:14 ( Asia/Katmandu)
1363,AQM Putalisadak,181,122.75,2018-11-21 06:45:20 ( Asia/Katmandu)
1364,AQM Putalisadak,166,112.69,2018-11-21 06:35:14 ( Asia/Katmandu)
1365,AQM Putalisadak,165,112.02,2018-11-21 06:24:15 ( Asia/Katmandu)
1366,AQM Putalisadak,152,103.3,2018-11-21 06:15:13 ( Asia/Katmandu)
