S.N,Device,PM 2.5,Calibrated PM 2.5,Inserted Date
2106,AQM Putalisadak,87,59.71,2018-11-16 02:45:03 ( Asia/Katmandu)
2107,AQM Putalisadak,96,65.75,2018-11-16 02:35:03 ( Asia/Katmandu)
2108,AQM Putalisadak,104,71.11,2018-11-16 02:25:03 ( Asia/Katmandu)
2109,AQM Putalisadak,91,62.39,2018-11-16 02:15:03 ( Asia/Katmandu)
2110,AQM Putalisadak,80,55.01,2018-11-16 02:05:02 ( Asia/Katmandu)
2111,AQM Putalisadak,81,55.68,2018-11-16 01:55:02 ( Asia/Katmandu)
2112,AQM Putalisadak,83,57.03,2018-11-16 01:45:02 ( Asia/Katmandu)
2113,AQM Putalisadak,81,55.68,2018-11-16 01:35:01 ( Asia/Katmandu)
2114,AQM Putalisadak,76,52.33,2018-11-16 01:25:01 ( Asia/Katmandu)
2115,AQM Putalisadak,81,55.68,2018-11-16 01:15:00 ( Asia/Katmandu)
2116,AQM Putalisadak,92,63.06,2018-11-16 01:05:00 ( Asia/Katmandu)
2117,AQM Putalisadak,81,55.68,2018-11-16 00:55:00 ( Asia/Katmandu)
2118,AQM Putalisadak,97,66.42,2018-11-16 00:45:29 ( Asia/Katmandu)
2119,AQM Putalisadak,85,58.37,2018-11-16 00:34:59 ( Asia/Katmandu)
2120,AQM Putalisadak,82,56.36,2018-11-16 00:24:59 ( Asia/Katmandu)
2121,AQM Putalisadak,87,59.71,2018-11-16 00:14:59 ( Asia/Katmandu)
2122,AQM Putalisadak,80,55.01,2018-11-16 00:04:58 ( Asia/Katmandu)
2123,AQM Putalisadak,82,56.36,2018-11-15 23:54:58 ( Asia/Katmandu)
2124,AQM Putalisadak,77,53,2018-11-15 23:45:38 ( Asia/Katmandu)
2125,AQM Putalisadak,74,50.99,2018-11-15 23:34:16 ( Asia/Katmandu)
2126,AQM Putalisadak,78,53.67,2018-11-15 23:24:26 ( Asia/Katmandu)
2127,AQM Putalisadak,82,56.36,2018-11-15 23:03:40 ( Asia/Katmandu)
2128,AQM Putalisadak,94,64.4,2018-11-15 22:53:37 ( Asia/Katmandu)
2129,AQM Putalisadak,107,73.12,2018-11-15 22:44:36 ( Asia/Katmandu)
2130,AQM Putalisadak,117,79.83,2018-11-15 22:05:34 ( Asia/Katmandu)
2131,AQM Putalisadak,123,83.85,2018-11-15 21:53:01 ( Asia/Katmandu)
2132,AQM Putalisadak,130,88.55,2018-11-15 21:45:27 ( Asia/Katmandu)
2133,AQM Putalisadak,120,81.84,2018-11-15 21:35:14 ( Asia/Katmandu)
2134,AQM Putalisadak,125,85.2,2018-11-15 21:25:13 ( Asia/Katmandu)
2135,AQM Putalisadak,117,79.83,2018-11-15 21:15:05 ( Asia/Katmandu)
2136,AQM Putalisadak,137,93.24,2018-11-15 21:04:36 ( Asia/Katmandu)
2137,AQM Putalisadak,150,101.96,2018-11-15 20:55:33 ( Asia/Katmandu)
2138,AQM Putalisadak,146,99.28,2018-11-15 20:45:03 ( Asia/Katmandu)
2139,AQM Putalisadak,105,71.78,2018-11-15 20:34:28 ( Asia/Katmandu)
2140,AQM Putalisadak,124,84.52,2018-11-15 20:23:59 ( Asia/Katmandu)
2141,AQM Putalisadak,114,77.82,2018-11-15 20:13:32 ( Asia/Katmandu)
2142,AQM Putalisadak,123,83.85,2018-11-15 20:04:34 ( Asia/Katmandu)
2143,AQM Putalisadak,129,87.88,2018-11-15 19:54:56 ( Asia/Katmandu)
2144,AQM Putalisadak,123,83.85,2018-11-15 19:44:34 ( Asia/Katmandu)
2145,AQM Putalisadak,115,78.49,2018-11-15 19:35:12 ( Asia/Katmandu)
2146,AQM Putalisadak,120,81.84,2018-11-15 19:25:19 ( Asia/Katmandu)
2147,AQM Putalisadak,121,82.51,2018-11-15 19:05:05 ( Asia/Katmandu)
2148,AQM Putalisadak,103,70.44,2018-11-15 18:55:36 ( Asia/Katmandu)
2149,AQM Putalisadak,107,73.12,2018-11-15 18:46:01 ( Asia/Katmandu)
2150,AQM Putalisadak,95,65.07,2018-11-15 18:35:31 ( Asia/Katmandu)
2151,AQM Putalisadak,93,63.73,2018-11-15 18:25:04 ( Asia/Katmandu)
2152,AQM Putalisadak,99,67.76,2018-11-15 18:15:27 ( Asia/Katmandu)
2153,AQM Putalisadak,98,67.09,2018-11-15 18:04:51 ( Asia/Katmandu)
2154,AQM Putalisadak,81,55.68,2018-11-15 17:53:22 ( Asia/Katmandu)
2155,AQM Putalisadak,83,57.03,2018-11-15 17:44:43 ( Asia/Katmandu)
2156,AQM Putalisadak,87,59.71,2018-11-15 17:35:15 ( Asia/Katmandu)
2157,AQM Putalisadak,68,46.97,2018-11-15 17:24:49 ( Asia/Katmandu)
2158,AQM Putalisadak,65,44.95,2018-11-15 17:15:13 ( Asia/Katmandu)
2159,AQM Putalisadak,56,38.92,2018-11-15 17:05:09 ( Asia/Katmandu)
2160,AQM Putalisadak,66,45.62,2018-11-15 16:55:09 ( Asia/Katmandu)
2161,AQM Putalisadak,55,38.25,2018-11-15 16:26:50 ( Asia/Katmandu)
2162,AQM Putalisadak,56,38.92,2018-11-15 16:24:50 ( Asia/Katmandu)
2163,AQM Putalisadak,41,28.86,2018-11-15 15:38:12 ( Asia/Katmandu)
2164,AQM Putalisadak,46,32.21,2018-11-15 15:33:16 ( Asia/Katmandu)
2165,AQM Putalisadak,40,28.19,2018-11-15 15:24:46 ( Asia/Katmandu)
2166,AQM Putalisadak,42,29.53,2018-11-15 15:13:33 ( Asia/Katmandu)
2167,AQM Putalisadak,37,26.17,2018-11-15 15:05:09 ( Asia/Katmandu)
2168,AQM Putalisadak,43,30.2,2018-11-15 14:55:01 ( Asia/Katmandu)
2169,AQM Putalisadak,26,18.8,2018-11-15 14:45:14 ( Asia/Katmandu)
2170,AQM Putalisadak,26,18.8,2018-11-15 14:35:09 ( Asia/Katmandu)
2171,AQM Putalisadak,30,21.48,2018-11-15 14:24:39 ( Asia/Katmandu)
2172,AQM Putalisadak,27,19.47,2018-11-15 14:14:49 ( Asia/Katmandu)
2173,AQM Putalisadak,32,22.82,2018-11-15 14:04:43 ( Asia/Katmandu)
2174,AQM Putalisadak,30,21.48,2018-11-15 13:54:44 ( Asia/Katmandu)
2175,AQM Putalisadak,36,25.5,2018-11-15 13:45:06 ( Asia/Katmandu)
2176,AQM Putalisadak,37,26.17,2018-11-15 13:34:54 ( Asia/Katmandu)
2177,AQM Putalisadak,34,24.16,2018-11-15 13:25:23 ( Asia/Katmandu)
2178,AQM Putalisadak,41,28.86,2018-11-15 13:15:22 ( Asia/Katmandu)
2179,AQM Putalisadak,30,21.48,2018-11-15 13:04:42 ( Asia/Katmandu)
2180,AQM Putalisadak,30,21.48,2018-11-15 12:53:51 ( Asia/Katmandu)
2181,AQM Putalisadak,29,20.81,2018-11-15 12:45:20 ( Asia/Katmandu)
2182,AQM Putalisadak,28,20.14,2018-11-15 12:34:57 ( Asia/Katmandu)
2183,AQM Putalisadak,33,23.49,2018-11-15 12:25:26 ( Asia/Katmandu)
2184,AQM Putalisadak,34,24.16,2018-11-15 12:15:22 ( Asia/Katmandu)
2185,AQM Putalisadak,48,33.55,2018-11-15 12:04:32 ( Asia/Katmandu)
2186,AQM Putalisadak,55,38.25,2018-11-15 11:54:59 ( Asia/Katmandu)
2187,AQM Putalisadak,104,71.11,2018-11-15 11:41:28 ( Asia/Katmandu)
2188,AQM Putalisadak,93,63.73,2018-11-15 11:34:42 ( Asia/Katmandu)
2189,AQM Putalisadak,100,68.43,2018-11-15 11:25:15 ( Asia/Katmandu)
2190,AQM Putalisadak,99,67.76,2018-11-15 11:15:13 ( Asia/Katmandu)
2191,AQM Putalisadak,109,74.46,2018-11-15 11:05:08 ( Asia/Katmandu)
2192,AQM Putalisadak,131,89.22,2018-11-15 10:55:18 ( Asia/Katmandu)
2193,AQM Putalisadak,131,89.22,2018-11-15 10:45:18 ( Asia/Katmandu)
2194,AQM Putalisadak,151,102.63,2018-11-15 10:34:53 ( Asia/Katmandu)
2195,AQM Putalisadak,169,114.71,2018-11-15 10:15:11 ( Asia/Katmandu)
2196,AQM Putalisadak,141,95.93,2018-11-15 10:04:21 ( Asia/Katmandu)
2197,AQM Putalisadak,156,105.99,2018-11-15 09:54:48 ( Asia/Katmandu)
2198,AQM Putalisadak,142,96.6,2018-11-15 09:44:19 ( Asia/Katmandu)
2199,AQM Putalisadak,145,98.61,2018-11-15 09:34:40 ( Asia/Katmandu)
2200,AQM Putalisadak,156,105.99,2018-11-15 09:23:39 ( Asia/Katmandu)
2201,AQM Putalisadak,131,89.22,2018-11-15 09:14:16 ( Asia/Katmandu)
2202,AQM Putalisadak,122,83.18,2018-11-15 09:05:22 ( Asia/Katmandu)
2203,AQM Putalisadak,128,87.21,2018-11-15 08:54:28 ( Asia/Katmandu)
2204,AQM Putalisadak,145,98.61,2018-11-15 08:43:11 ( Asia/Katmandu)
2205,AQM Putalisadak,139,94.58,2018-11-15 08:34:24 ( Asia/Katmandu)
2206,AQM Putalisadak,149,101.29,2018-11-15 08:24:49 ( Asia/Katmandu)
2207,AQM Putalisadak,143,97.27,2018-11-15 08:15:28 ( Asia/Katmandu)
2208,AQM Putalisadak,134,91.23,2018-11-15 08:04:57 ( Asia/Katmandu)
2209,AQM Putalisadak,143,97.27,2018-11-15 07:54:57 ( Asia/Katmandu)
2210,AQM Putalisadak,152,103.3,2018-11-15 07:45:02 ( Asia/Katmandu)
2211,AQM Putalisadak,135,91.9,2018-11-15 07:34:56 ( Asia/Katmandu)
2212,AQM Putalisadak,119,81.17,2018-11-15 07:24:55 ( Asia/Katmandu)
2213,AQM Putalisadak,149,101.29,2018-11-15 07:14:55 ( Asia/Katmandu)
2214,AQM Putalisadak,109,74.46,2018-11-15 07:04:57 ( Asia/Katmandu)
2215,AQM Putalisadak,125,85.2,2018-11-15 06:54:55 ( Asia/Katmandu)
2216,AQM Putalisadak,143,97.27,2018-11-15 06:44:54 ( Asia/Katmandu)
2217,AQM Putalisadak,113,77.15,2018-11-15 06:35:54 ( Asia/Katmandu)
2218,AQM Putalisadak,114,77.82,2018-11-15 06:24:53 ( Asia/Katmandu)
2219,AQM Putalisadak,105,71.78,2018-11-15 06:14:53 ( Asia/Katmandu)
2220,AQM Putalisadak,103,70.44,2018-11-15 06:04:53 ( Asia/Katmandu)
2221,AQM Putalisadak,102,69.77,2018-11-15 05:54:52 ( Asia/Katmandu)
2222,AQM Putalisadak,102,69.77,2018-11-15 05:44:53 ( Asia/Katmandu)
2223,AQM Putalisadak,92,63.06,2018-11-15 05:34:52 ( Asia/Katmandu)
2224,AQM Putalisadak,97,66.42,2018-11-15 05:25:21 ( Asia/Katmandu)
2225,AQM Putalisadak,114,77.82,2018-11-15 05:15:21 ( Asia/Katmandu)
2226,AQM Putalisadak,87,59.71,2018-11-15 05:05:21 ( Asia/Katmandu)
2227,AQM Putalisadak,85,58.37,2018-11-15 04:55:20 ( Asia/Katmandu)
2228,AQM Putalisadak,94,64.4,2018-11-15 04:45:20 ( Asia/Katmandu)
2229,AQM Putalisadak,91,62.39,2018-11-15 04:34:50 ( Asia/Katmandu)
2230,AQM Putalisadak,100,68.43,2018-11-15 04:25:20 ( Asia/Katmandu)
2231,AQM Putalisadak,96,65.75,2018-11-15 04:14:50 ( Asia/Katmandu)
2232,AQM Putalisadak,97,66.42,2018-11-15 04:05:19 ( Asia/Katmandu)
2233,AQM Putalisadak,90,61.72,2018-11-15 03:55:19 ( Asia/Katmandu)
2234,AQM Putalisadak,96,65.75,2018-11-15 03:44:49 ( Asia/Katmandu)
2235,AQM Putalisadak,103,70.44,2018-11-15 03:34:49 ( Asia/Katmandu)
2236,AQM Putalisadak,98,67.09,2018-11-15 03:24:48 ( Asia/Katmandu)
2237,AQM Putalisadak,100,68.43,2018-11-15 03:14:48 ( Asia/Katmandu)
2238,AQM Putalisadak,113,77.15,2018-11-15 03:05:17 ( Asia/Katmandu)
2239,AQM Putalisadak,103,70.44,2018-11-15 02:54:47 ( Asia/Katmandu)
2240,AQM Putalisadak,95,65.07,2018-11-15 02:45:16 ( Asia/Katmandu)
2241,AQM Putalisadak,90,61.72,2018-11-15 02:33:05 ( Asia/Katmandu)
2242,AQM Putalisadak,94,64.4,2018-11-15 02:25:03 ( Asia/Katmandu)
2243,AQM Putalisadak,102,69.77,2018-11-15 02:15:32 ( Asia/Katmandu)
2244,AQM Putalisadak,104,71.11,2018-11-15 02:05:03 ( Asia/Katmandu)
2245,AQM Putalisadak,105,71.78,2018-11-15 01:55:02 ( Asia/Katmandu)
2246,AQM Putalisadak,102,69.77,2018-11-15 01:45:02 ( Asia/Katmandu)
2247,AQM Putalisadak,96,65.75,2018-11-15 01:35:02 ( Asia/Katmandu)
2248,AQM Putalisadak,100,68.43,2018-11-15 01:25:04 ( Asia/Katmandu)
2249,AQM Putalisadak,99,67.76,2018-11-15 01:15:01 ( Asia/Katmandu)
2250,AQM Putalisadak,106,72.45,2018-11-15 01:05:01 ( Asia/Katmandu)
2251,AQM Putalisadak,97,66.42,2018-11-15 00:55:00 ( Asia/Katmandu)
2252,AQM Putalisadak,105,71.78,2018-11-15 00:45:00 ( Asia/Katmandu)
2253,AQM Putalisadak,115,78.49,2018-11-15 00:35:00 ( Asia/Katmandu)
2254,AQM Putalisadak,121,82.51,2018-11-15 00:24:59 ( Asia/Katmandu)
2255,AQM Putalisadak,115,78.49,2018-11-15 00:15:29 ( Asia/Katmandu)
2256,AQM Putalisadak,114,77.82,2018-11-15 00:04:58 ( Asia/Katmandu)
2257,AQM Putalisadak,117,79.83,2018-11-14 23:54:58 ( Asia/Katmandu)
2258,AQM Putalisadak,108,73.79,2018-11-14 23:44:58 ( Asia/Katmandu)
2259,AQM Putalisadak,119,81.17,2018-11-14 23:34:01 ( Asia/Katmandu)
2260,AQM Putalisadak,100,68.43,2018-11-14 23:25:01 ( Asia/Katmandu)
2261,AQM Putalisadak,98,67.09,2018-11-14 23:14:30 ( Asia/Katmandu)
2262,AQM Putalisadak,96,65.75,2018-11-14 23:03:58 ( Asia/Katmandu)
2263,AQM Putalisadak,96,65.75,2018-11-14 22:54:58 ( Asia/Katmandu)
2264,AQM Putalisadak,72,49.65,2018-11-14 22:44:27 ( Asia/Katmandu)
2265,AQM Putalisadak,60,41.6,2018-11-14 22:35:28 ( Asia/Katmandu)
2266,AQM Putalisadak,73,50.32,2018-11-14 22:24:58 ( Asia/Katmandu)
2267,AQM Putalisadak,88,60.38,2018-11-14 22:15:25 ( Asia/Katmandu)
2268,AQM Putalisadak,104,71.11,2018-11-14 22:05:27 ( Asia/Katmandu)
2269,AQM Putalisadak,117,79.83,2018-11-14 21:55:25 ( Asia/Katmandu)
2270,AQM Putalisadak,145,98.61,2018-11-14 21:44:23 ( Asia/Katmandu)
2271,AQM Putalisadak,124,84.52,2018-11-14 21:35:18 ( Asia/Katmandu)
2272,AQM Putalisadak,129,87.88,2018-11-14 21:24:48 ( Asia/Katmandu)
2273,AQM Putalisadak,126,85.87,2018-11-14 21:15:06 ( Asia/Katmandu)
2274,AQM Putalisadak,104,71.11,2018-11-14 21:03:42 ( Asia/Katmandu)
2275,AQM Putalisadak,98,67.09,2018-11-14 20:54:08 ( Asia/Katmandu)
2276,AQM Putalisadak,101,69.1,2018-11-14 20:43:58 ( Asia/Katmandu)
2277,AQM Putalisadak,100,68.43,2018-11-14 20:35:29 ( Asia/Katmandu)
2278,AQM Putalisadak,119,81.17,2018-11-14 20:25:08 ( Asia/Katmandu)
2279,AQM Putalisadak,137,93.24,2018-11-14 20:13:54 ( Asia/Katmandu)
2280,AQM Putalisadak,116,79.16,2018-11-14 20:02:34 ( Asia/Katmandu)
2281,AQM Putalisadak,117,79.83,2018-11-14 19:49:51 ( Asia/Katmandu)
2282,AQM Putalisadak,121,82.51,2018-11-14 19:45:16 ( Asia/Katmandu)
2283,AQM Putalisadak,120,81.84,2018-11-14 19:34:26 ( Asia/Katmandu)
2284,AQM Putalisadak,137,93.24,2018-11-14 19:24:23 ( Asia/Katmandu)
2285,AQM Putalisadak,135,91.9,2018-11-14 19:12:36 ( Asia/Katmandu)
2286,AQM Putalisadak,124,84.52,2018-11-14 19:04:51 ( Asia/Katmandu)
2287,AQM Putalisadak,113,77.15,2018-11-14 18:55:20 ( Asia/Katmandu)
2288,AQM Putalisadak,101,69.1,2018-11-14 18:45:27 ( Asia/Katmandu)
2289,AQM Putalisadak,125,85.2,2018-11-14 18:33:50 ( Asia/Katmandu)
2290,AQM Putalisadak,102,69.77,2018-11-14 18:24:47 ( Asia/Katmandu)
2291,AQM Putalisadak,100,68.43,2018-11-14 18:14:19 ( Asia/Katmandu)
2292,AQM Putalisadak,106,72.45,2018-11-14 18:04:27 ( Asia/Katmandu)
2293,AQM Putalisadak,83,57.03,2018-11-14 17:54:51 ( Asia/Katmandu)
2294,AQM Putalisadak,98,67.09,2018-11-14 17:44:45 ( Asia/Katmandu)
2295,AQM Putalisadak,75,51.66,2018-11-14 17:34:07 ( Asia/Katmandu)
2296,AQM Putalisadak,79,54.34,2018-11-14 17:24:41 ( Asia/Katmandu)
2297,AQM Putalisadak,82,56.36,2018-11-14 17:14:51 ( Asia/Katmandu)
2298,AQM Putalisadak,71,48.98,2018-11-14 17:04:23 ( Asia/Katmandu)
2299,AQM Putalisadak,69,47.64,2018-11-14 16:53:54 ( Asia/Katmandu)
2300,AQM Putalisadak,73,50.32,2018-11-14 16:44:35 ( Asia/Katmandu)
2301,AQM Putalisadak,68,46.97,2018-11-14 16:35:27 ( Asia/Katmandu)
2302,AQM Putalisadak,49,34.22,2018-11-14 16:24:27 ( Asia/Katmandu)
2303,AQM Putalisadak,49,34.22,2018-11-14 16:13:40 ( Asia/Katmandu)
2304,AQM Putalisadak,41,28.86,2018-11-14 16:04:58 ( Asia/Katmandu)
2305,AQM Putalisadak,32,22.82,2018-11-14 15:55:14 ( Asia/Katmandu)
2306,AQM Putalisadak,28,20.14,2018-11-14 15:45:06 ( Asia/Katmandu)
2307,AQM Putalisadak,32,22.82,2018-11-14 15:35:11 ( Asia/Katmandu)
2308,AQM Putalisadak,35,24.83,2018-11-14 15:24:57 ( Asia/Katmandu)
2309,AQM Putalisadak,31,22.15,2018-11-14 15:13:13 ( Asia/Katmandu)
2310,AQM Putalisadak,38,26.85,2018-11-14 15:05:13 ( Asia/Katmandu)
2311,AQM Putalisadak,32,22.82,2018-11-14 14:54:43 ( Asia/Katmandu)
2312,AQM Putalisadak,33,23.49,2018-11-14 14:44:43 ( Asia/Katmandu)
2313,AQM Putalisadak,32,22.82,2018-11-14 14:34:43 ( Asia/Katmandu)
2314,AQM Putalisadak,35,24.83,2018-11-14 14:24:56 ( Asia/Katmandu)
2315,AQM Putalisadak,31,22.15,2018-11-14 14:14:55 ( Asia/Katmandu)
2316,AQM Putalisadak,29,20.81,2018-11-14 14:04:55 ( Asia/Katmandu)
2317,AQM Putalisadak,30,21.48,2018-11-14 13:54:56 ( Asia/Katmandu)
2318,AQM Putalisadak,27,19.47,2018-11-14 13:45:01 ( Asia/Katmandu)
2319,AQM Putalisadak,28,20.14,2018-11-14 13:34:56 ( Asia/Katmandu)
2320,AQM Putalisadak,39,27.52,2018-11-14 13:24:50 ( Asia/Katmandu)
2321,AQM Putalisadak,42,29.53,2018-11-14 13:14:49 ( Asia/Katmandu)
2322,AQM Putalisadak,43,30.2,2018-11-14 13:03:16 ( Asia/Katmandu)
2323,AQM Putalisadak,39,27.52,2018-11-14 12:49:59 ( Asia/Katmandu)
2324,AQM Putalisadak,37,26.17,2018-11-14 12:44:33 ( Asia/Katmandu)
2325,AQM Putalisadak,45,31.54,2018-11-14 12:34:37 ( Asia/Katmandu)
2326,AQM Putalisadak,46,32.21,2018-11-14 12:24:38 ( Asia/Katmandu)
2327,AQM Putalisadak,67,46.3,2018-11-14 12:15:07 ( Asia/Katmandu)
2328,AQM Putalisadak,67,46.3,2018-11-14 12:04:35 ( Asia/Katmandu)
2329,AQM Putalisadak,78,53.67,2018-11-14 11:54:38 ( Asia/Katmandu)
2330,AQM Putalisadak,84,57.7,2018-11-14 11:45:04 ( Asia/Katmandu)
2331,AQM Putalisadak,100,68.43,2018-11-14 11:33:52 ( Asia/Katmandu)
2332,AQM Putalisadak,83,57.03,2018-11-14 11:24:32 ( Asia/Katmandu)
2333,AQM Putalisadak,81,55.68,2018-11-14 11:15:02 ( Asia/Katmandu)
2334,AQM Putalisadak,92,63.06,2018-11-14 11:05:10 ( Asia/Katmandu)
2335,AQM Putalisadak,100,68.43,2018-11-14 10:55:15 ( Asia/Katmandu)
2336,AQM Putalisadak,110,75.13,2018-11-14 10:45:15 ( Asia/Katmandu)
2337,AQM Putalisadak,115,78.49,2018-11-14 10:34:58 ( Asia/Katmandu)
2338,AQM Putalisadak,122,83.18,2018-11-14 10:24:57 ( Asia/Katmandu)
2339,AQM Putalisadak,133,90.56,2018-11-14 10:14:58 ( Asia/Katmandu)
2340,AQM Putalisadak,130,88.55,2018-11-14 10:04:58 ( Asia/Katmandu)
2341,AQM Putalisadak,131,89.22,2018-11-14 09:55:01 ( Asia/Katmandu)
2342,AQM Putalisadak,141,95.93,2018-11-14 09:45:09 ( Asia/Katmandu)
2343,AQM Putalisadak,158,107.33,2018-11-14 09:35:10 ( Asia/Katmandu)
2344,AQM Putalisadak,154,104.65,2018-11-14 09:24:19 ( Asia/Katmandu)
2345,AQM Putalisadak,160,108.67,2018-11-14 09:13:32 ( Asia/Katmandu)
2346,AQM Putalisadak,142,96.6,2018-11-14 09:05:04 ( Asia/Katmandu)
2347,AQM Putalisadak,171,116.05,2018-11-14 08:55:02 ( Asia/Katmandu)
2348,AQM Putalisadak,148,100.62,2018-11-14 08:42:57 ( Asia/Katmandu)
2349,AQM Putalisadak,141,95.93,2018-11-14 08:34:43 ( Asia/Katmandu)
2350,AQM Putalisadak,135,91.9,2018-11-14 08:23:55 ( Asia/Katmandu)
2351,AQM Putalisadak,117,79.83,2018-11-14 08:14:45 ( Asia/Katmandu)
2352,AQM Putalisadak,141,95.93,2018-11-14 07:55:00 ( Asia/Katmandu)
2353,AQM Putalisadak,149,101.29,2018-11-14 07:45:04 ( Asia/Katmandu)
2354,AQM Putalisadak,122,83.18,2018-11-14 07:34:25 ( Asia/Katmandu)
2355,AQM Putalisadak,126,85.87,2018-11-14 07:24:55 ( Asia/Katmandu)
2356,AQM Putalisadak,128,87.21,2018-11-14 07:14:17 ( Asia/Katmandu)
2357,AQM Putalisadak,151,102.63,2018-11-14 07:05:05 ( Asia/Katmandu)
2358,AQM Putalisadak,122,83.18,2018-11-14 06:54:30 ( Asia/Katmandu)
2359,AQM Putalisadak,102,69.77,2018-11-14 06:44:00 ( Asia/Katmandu)
2360,AQM Putalisadak,101,69.1,2018-11-14 06:34:59 ( Asia/Katmandu)
2361,AQM Putalisadak,90,61.72,2018-11-14 06:24:25 ( Asia/Katmandu)
2362,AQM Putalisadak,98,67.09,2018-11-14 06:14:51 ( Asia/Katmandu)
2363,AQM Putalisadak,105,71.78,2018-11-14 06:04:51 ( Asia/Katmandu)
2364,AQM Putalisadak,98,67.09,2018-11-14 05:54:17 ( Asia/Katmandu)
2365,AQM Putalisadak,90,61.72,2018-11-14 05:44:50 ( Asia/Katmandu)
2366,AQM Putalisadak,99,67.76,2018-11-14 05:35:21 ( Asia/Katmandu)
2367,AQM Putalisadak,103,70.44,2018-11-14 05:25:07 ( Asia/Katmandu)
2368,AQM Putalisadak,101,69.1,2018-11-14 05:13:55 ( Asia/Katmandu)
2369,AQM Putalisadak,97,66.42,2018-11-14 05:04:54 ( Asia/Katmandu)
2370,AQM Putalisadak,99,67.76,2018-11-14 04:55:17 ( Asia/Katmandu)
2371,AQM Putalisadak,94,64.4,2018-11-14 04:45:08 ( Asia/Katmandu)
2372,AQM Putalisadak,94,64.4,2018-11-14 04:35:09 ( Asia/Katmandu)
2373,AQM Putalisadak,88,60.38,2018-11-14 04:25:07 ( Asia/Katmandu)
2374,AQM Putalisadak,98,67.09,2018-11-14 04:14:36 ( Asia/Katmandu)
2375,AQM Putalisadak,98,67.09,2018-11-14 04:04:37 ( Asia/Katmandu)
2376,AQM Putalisadak,88,60.38,2018-11-14 03:54:47 ( Asia/Katmandu)
2377,AQM Putalisadak,87,59.71,2018-11-14 03:43:44 ( Asia/Katmandu)
2378,AQM Putalisadak,80,55.01,2018-11-14 03:35:02 ( Asia/Katmandu)
2379,AQM Putalisadak,83,57.03,2018-11-14 03:24:51 ( Asia/Katmandu)
2380,AQM Putalisadak,79,54.34,2018-11-14 03:14:43 ( Asia/Katmandu)
2381,AQM Putalisadak,75,51.66,2018-11-14 03:05:07 ( Asia/Katmandu)
2382,AQM Putalisadak,79,54.34,2018-11-14 02:55:11 ( Asia/Katmandu)
2383,AQM Putalisadak,77,53,2018-11-14 02:45:07 ( Asia/Katmandu)
2384,AQM Putalisadak,83,57.03,2018-11-14 02:35:18 ( Asia/Katmandu)
2385,AQM Putalisadak,84,57.7,2018-11-14 02:24:46 ( Asia/Katmandu)
2386,AQM Putalisadak,92,63.06,2018-11-14 02:15:16 ( Asia/Katmandu)
2387,AQM Putalisadak,93,63.73,2018-11-14 02:04:44 ( Asia/Katmandu)
2388,AQM Putalisadak,84,57.7,2018-11-14 01:55:15 ( Asia/Katmandu)
2389,AQM Putalisadak,95,65.07,2018-11-14 01:44:45 ( Asia/Katmandu)
2390,AQM Putalisadak,83,57.03,2018-11-14 01:34:15 ( Asia/Katmandu)
2391,AQM Putalisadak,92,63.06,2018-11-14 01:25:14 ( Asia/Katmandu)
2392,AQM Putalisadak,91,62.39,2018-11-14 01:14:50 ( Asia/Katmandu)
2393,AQM Putalisadak,95,65.07,2018-11-14 01:04:34 ( Asia/Katmandu)
2394,AQM Putalisadak,80,55.01,2018-11-14 00:55:07 ( Asia/Katmandu)
2395,AQM Putalisadak,74,50.99,2018-11-14 00:44:37 ( Asia/Katmandu)
2396,AQM Putalisadak,80,55.01,2018-11-14 00:35:12 ( Asia/Katmandu)
2397,AQM Putalisadak,85,58.37,2018-11-14 00:25:05 ( Asia/Katmandu)
2398,AQM Putalisadak,91,62.39,2018-11-14 00:14:34 ( Asia/Katmandu)
2399,AQM Putalisadak,81,55.68,2018-11-14 00:05:05 ( Asia/Katmandu)
2400,AQM Putalisadak,88,60.38,2018-11-13 23:55:17 ( Asia/Katmandu)
2401,AQM Putalisadak,83,57.03,2018-11-13 23:45:05 ( Asia/Katmandu)
2402,AQM Putalisadak,85,58.37,2018-11-13 23:35:15 ( Asia/Katmandu)
2403,AQM Putalisadak,88,60.38,2018-11-13 23:25:05 ( Asia/Katmandu)
2404,AQM Putalisadak,101,69.1,2018-11-13 23:14:35 ( Asia/Katmandu)
2405,AQM Putalisadak,90,61.72,2018-11-13 23:04:52 ( Asia/Katmandu)
2406,AQM Putalisadak,84,57.7,2018-11-13 22:54:52 ( Asia/Katmandu)
2407,AQM Putalisadak,89,61.05,2018-11-13 22:44:53 ( Asia/Katmandu)
2408,AQM Putalisadak,96,65.75,2018-11-13 22:34:51 ( Asia/Katmandu)
2409,AQM Putalisadak,89,61.05,2018-11-13 22:24:22 ( Asia/Katmandu)
2410,AQM Putalisadak,93,63.73,2018-11-13 22:13:44 ( Asia/Katmandu)
2411,AQM Putalisadak,103,70.44,2018-11-13 22:04:56 ( Asia/Katmandu)
2412,AQM Putalisadak,107,73.12,2018-11-13 21:54:48 ( Asia/Katmandu)
2413,AQM Putalisadak,123,83.85,2018-11-13 21:45:36 ( Asia/Katmandu)
2414,AQM Putalisadak,104,71.11,2018-11-13 21:34:51 ( Asia/Katmandu)
2415,AQM Putalisadak,101,69.1,2018-11-13 21:24:50 ( Asia/Katmandu)
